Unit_id,ERV ,ERV_DATE,Qube_Unit_ID
a1G4J0000025tVhUAI,250,2025-03-31,103179002
a1G4J0000025tdQUAQ,25,2025-03-31,103180001
a1G4J0000025tWbUAI,1,2025-03-31,103180002
a1G4J0000025tdGUAQ,1,2025-03-31,103180003
a1G4J0000025tcsUAA,1,2025-03-31,103180004
a1G4J0000025tdBUAQ,25,2025-03-31,103180005
a1G4J0000025tdLUAQ,150,2025-03-31,103180006
a1G4J0000025tWVUAY,200,2025-03-31,103180007
a1G4J0000025tdVUAQ,200,2025-03-31,103180008
a1G4J0000025tdpUAA,11820,2025-03-31,103182001
a1G4J0000025td1UAA,13740,2025-03-31,103187001
a1G4J0000025tdMUAQ,1,2025-03-31,103195001
a1G4J0000025taSUAQ,1,2025-03-31,103195002
a1G4J0000025taiUAA,76,2025-03-31,103196001
a1G4J0000025tT0UAI,150,2025-03-31,103196002
a1G4J0000025tchUAA,10200,2025-03-31,103200001
a1G4J0000025tdzUAA,9600,2025-03-31,103216001
a1G4J0000025tc4UAA,10500,2025-03-31,103220001
a1G4J0000025teJUAQ,10740,2025-03-31,103223001
a1G4J0000025teOUAQ,10200,2025-03-31,103226001
a1G4J0000025tb6UAA,10200,2025-03-31,103229001
a1G4J0000025teTUAQ,10440,2025-03-31,103235001
a1G4J0000025tenUAA,10440,2025-03-31,103237001
a1G4J0000025tedUAA,10800,2025-03-31,103239001
a1G4J0000025tfMUAQ,10500,2025-03-31,103241001
a1G4J0000025tZhUAI,10740,2025-03-31,103244001
a1G4J0000025tfqUAA,9900,2025-03-31,103246001
a1G4J0000025teAUAQ,9900,2025-03-31,103249001
a1G4J0000025tflUAA,10200,2025-03-31,103251001
a1G4J0000025tfbUAA,9600,2025-03-31,103253001
a1G4J0000025tfgUAA,10200,2025-03-31,103256001
a1G4J0000025tfHUAQ,10500,2025-03-31,103257001
a1G4J0000025tgjUAA,10320,2025-03-31,103262001
a1G4J0000025tgZUAQ,10440,2025-03-31,103264001
a1G4J0000025tVtUAI,6495,2025-03-31,103336078
a1G4J0000025tY9UAI,150,2025-03-31,103336139
a1G4J0000025th3UAA,200,2025-03-31,103337019
a1G4J0000025tXLUAY,200,2025-03-31,103337020
a1G4J0000025tdWUAQ,6864,2025-03-31,103340001
a1G4J0000025tgoUAA,6604,2025-03-31,103342001
a1G4J0000025tgyUAA,13902,2025-03-31,103384001
a1G4J0000025tUyUAI,55332,2025-03-31,103385001
a1G4J0000025thXUAQ,9916,2025-03-31,103386001
a1G4J0000025thcUAA,150,2025-03-31,103386002
a1G4J0000025tY8UAI,13728,2025-03-31,103390001
a1G4J0000025thSUAQ,21580,2025-03-31,103391001
a1G4J0000025tVdUAI,15834,2025-03-31,103393002
a1G4J0000025tfOUAQ,11362,2025-03-31,103394001
a1G4J0000025tbuUAA,20250,2025-03-31,103397001
a1G4J0000025thwUAA,17056,2025-03-31,103398001
a1G4J0000025ti1UAA,250,2025-03-31,103412001
a1G4J0000025tTqUAI,250,2025-03-31,103414001
a1G4J0000025ti6UAA,0,2025-03-31,103414002
a1G4J0000025tfmUAA,23738,2025-03-31,103420001
a1G4J0000025tiLUAQ,16128,2025-03-31,103423001
a1G4J0000025tiQUAQ,13776,2025-03-31,103423002
a1G4J0000025tiaUAA,15960,2025-03-31,103424004
a1G4J0000025thOUAQ,9568,2025-03-31,103426002
a1G4J0000025tUVUAY,15282,2025-03-31,103429001
a1G4J0000025tikUAA,17888,2025-03-31,103432001
a1G4J0000025tiuUAA,19488,2025-03-31,103435001
a1G4J0000025tipUAA,15600,2025-03-31,103443001
a1G4J00000261OFUAY,1,2025-03-31,103443002
a1G4J00000261O0UAI,400,2025-03-31,103444001
a1G4J00000261O5UAI,1,2025-03-31,103444002
a1G4J00000261OAUAY,8232,2025-03-31,103444003
a1G4J00000261OKUAY,9828,2025-03-31,103444004
a1G4J0000025tfnUAA,11430,2025-03-31,103445001
a1G4J0000025tUfUAI,13926,2025-03-31,103445002
a1G4J0000025tUFUAY,1,2025-03-31,103445003
a1G4J00000261OUUAY,1,2025-03-31,103448001
a1G4J0000025tjAUAQ,1,2025-03-31,103448002
a1G4J0000025tjOUAQ,200,2025-03-31,103448003
a1G4J0000025tjTUAQ,150,2025-03-31,103448004
a1G4J0000025tjYUAQ,200,2025-03-31,103448005
a1G4J0000025tcnUAA,22620,2025-03-31,103448006
a1G4J00000261OZUAY,1,2025-03-31,103448007
a1G4J0000025tU8UAI,23634,2025-03-31,103448008
a1G4J0000025tjdUAA,200,2025-03-31,103448009
a1G4J0000025tiCUAQ,200,2025-03-31,103448010
a1G4J0000025tjiUAA,150,2025-03-31,103448011
a1G4J00000261OeUAI,1,2025-03-31,103448012
a1G4J0000025tf8UAA,150,2025-03-31,103448013
a1G4J0000025tf3UAA,300,2025-03-31,103448014
a1G4J0000025td7UAA,150,2025-03-31,103448015
a1G4J00000261OjUAI,1,2025-03-31,103448016
a1G4J0000025tXOUAY,200,2025-03-31,103448017
a1G4J00000261OoUAI,1,2025-03-31,103448018
a1G4J0000025tjnUAA,200,2025-03-31,103448019
a1G4J00000261OQUAY,1,2025-03-31,103448020
a1G4J0000025tjEUAQ,14170,2025-03-31,103460001
a1G4J0000025tjJUAQ,16848,2025-03-31,103460002
a1G4J00000261OPUAY,1,2025-03-31,103464001
a1G4J0000025thEUAQ,11674,2025-03-31,103470001
a1G4J0000025tXjUAI,17112,2025-03-31,103475001
a1G4J0000025tdXUAQ,17388,2025-03-31,103477001
a1G4J0000025tkCUAQ,54600,2025-03-31,103481001
a1G4J0000025teGUAQ,26330,2025-03-31,103481002
a1G4J0000025tkbUAA,11908,2025-03-31,103491001
a1G4J0000025tfcUAA,13740,2025-03-31,103492001
a1G4J0000025tVuUAI,22080,2025-03-31,103494001
a1G4J0000025tV9UAI,14040,2025-03-31,103496001
a1G4J0000025thdUAA,24455,2025-03-31,103498001
a1G4J0000025tmIUAQ,14940,2025-03-31,103499001
a1G4J0000025tmcUAA,11700,2025-03-31,103505002
a1G4J0000025tbRUAQ,12740,2025-03-31,103505003
a1G4J0000025tksUAA,16800,2025-03-31,103505004
a1G4J0000025tltUAA,24340,2025-03-31,103508001
a1G4J0000025tVwUAI,9312,2025-03-31,103509001
a1G4J0000025tm3UAA,360,2025-03-31,103515050
a1G4J0000025tf9UAA,0,2025-03-31,103528001
a1G4J00000261OtUAI,1,2025-03-31,103528002
a1G4J0000025tlZUAQ,14790,2025-03-31,103541001
a1G4J00000261OyUAI,1,2025-03-31,103543001
a1G4J0000025tcpUAA,1,2025-03-31,103544001
a1G4J0000025tloUAA,12402,2025-03-31,103547001
a1G4J0000025tleUAA,13180,2025-03-31,103554001
a1G4J0000025tmSUAQ,14037,2025-03-31,103558001
a1G4J0000025tjUUAQ,10192,2025-03-31,103558002
a1G4J0000025tmDUAQ,11484,2025-03-31,103562001
a1G4J0000025tmXUAQ,10740,2025-03-31,103562002
a1G4J0000025tmrUAA,27432,2025-03-31,103569001
a1G4J0000025tn6UAA,17472,2025-03-31,103576001
a1G4J0000025tilUAA,50,2025-03-31,103577001
a1G4J00000261P3UAI,1,2025-03-31,103577002
a1G4J0000025te0UAA,15288,2025-03-31,103578001
a1G4J0000025tmwUAA,150,2025-03-31,103578002
a1G4J0000025theUAA,6240,2025-03-31,103580001
a1G4J0000025tVeUAI,200,2025-03-31,103580002
a1G4J0000025tZjUAI,200,2025-03-31,103580003
a1G4J0000025tjuUAA,14508,2025-03-31,103591001
a1G4J0000025tnkUAA,16140,2025-03-31,103592001
a1G4J0000025tgzUAA,12168,2025-03-31,103597001
a1G4J00000261QuUAI,1,2025-03-31,103597002
a1G4J0000025tnpUAA,1,2025-03-31,103603001
a1G4J0000025tfDUAQ,15678,2025-03-31,103603002
a1G4J0000025tnQUAQ,12168,2025-03-31,103605001
a1G4J0000025tnGUAQ,21580,2025-03-31,103608001
a1G4J0000025tdIUAQ,75,2025-03-31,103608002
a1G4J0000025tnuUAA,17316,2025-03-31,103616001
a1G4J0000025ta3UAA,12636,2025-03-31,103620001
a1G4J0000025tnzUAA,1,2025-03-31,103626001
a1G4J00000261SqUAI,1,2025-03-31,103626002
a1G4J0000025tdwUAA,16620,2025-03-31,103627001
a1G4J0000025tg6UAA,80,2025-03-31,103627002
a1G4J0000025to4UAA,150,2025-03-31,103628001
a1G4J0000025tdCUAQ,125,2025-03-31,103628002
a1G4J0000025tonUAA,12444,2025-03-31,103671001
a1G4J00000261RjUAI,1,2025-03-31,103671002
a1G4J0000025toxUAA,18720,2025-03-31,103673001
a1G4J0000025tVDUAY,250,2025-03-31,103682001
a1G4J0000025tnqUAA,250,2025-03-31,103682002
a1G4J0000025tTDUAY,150,2025-03-31,103686001
a1G4J0000025tTCUAY,150,2025-03-31,103686002
a1G4J0000025tn7UAA,200,2025-03-31,103698001
a1G4J0000025tZUUAY,200,2025-03-31,103698002
a1G4J0000025tnmUAA,12480,2025-03-31,103699001
a1G4J0000025tpHUAQ,11232,2025-03-31,103702001
a1G4J0000025tpMUAQ,12090,2025-03-31,103705001
a1G4J0000025tpRUAQ,1,2025-03-31,103713001
a1G4J0000025tpbUAA,150,2025-03-31,103713002
a1G4J0000025tkmUAA,150,2025-03-31,103713003
a1G4J0000025tpWUAQ,250,2025-03-31,103713004
a1G4J0000025tq0UAA,250,2025-03-31,103726001
a1G4J0000025tmsUAA,250,2025-03-31,103726002
a1G4J0000025tq5UAA,13800,2025-03-31,103728001
a1G4J0000025tpgUAA,150,2025-03-31,103729002
a1G4J0000025tpqUAA,200,2025-03-31,103730001
a1G4J0000025tfrUAA,200,2025-03-31,103730002
a1G4J0000025tqAUAQ,15780,2025-03-31,103732035
a1G4J00000261UIUAY,1,2025-03-31,103734001
a1G4J00000261UNUAY,1,2025-03-31,103734002
a1G4J0000025tqtUAA,250,2025-03-31,103734003
a1G4J0000025tdxUAA,1,2025-03-31,103734004
a1G4J0000025tktUAA,150,2025-03-31,103734005
a1G4J00000261USUAY,1,2025-03-31,103734006
a1G4J0000025tUPUAY,150,2025-03-31,103734007
a1G4J0000025tYbUAI,1,2025-03-31,103734008
a1G4J0000025tVIUAY,150,2025-03-31,103734009
a1G4J0000025tlQUAQ,150,2025-03-31,103734010
a1G4J00000261UXUAY,1,2025-03-31,103734011
a1G4J0000025trhUAA,50,2025-03-31,103734012
a1G4J00000261UcUAI,1,2025-03-31,103734013
a1G4J0000025trOUAQ,110,2025-03-31,103734014
a1G4J00000261UhUAI,1,2025-03-31,103734015
a1G4J0000025tXPUAY,100,2025-03-31,103734016
a1G4J0000025tr3UAA,100,2025-03-31,103734017
a1G4J0000025tqyUAA,100,2025-03-31,103734018
a1G4J0000025tr8UAA,1,2025-03-31,103734019
a1G4J0000025tsaUAA,50,2025-03-31,103734020
a1G4J0000025tqLUAQ,250,2025-03-31,103734021
a1G4J0000025tqkUAA,150,2025-03-31,103734022
a1G4J0000025trDUAQ,100,2025-03-31,103734023
a1G4J0000025tdJUAQ,75,2025-03-31,103734024
a1G4J0000025trcUAA,1,2025-03-31,103734025
a1G4J0000025tXFUAY,10,2025-03-31,103734026
a1G4J0000025tqBUAQ,10,2025-03-31,103734027
a1G4J0000025trNUAQ,20,2025-03-31,103734028
a1G4J0000025trmUAA,1,2025-03-31,103734029
a1G4J0000025tVEUAY,10,2025-03-31,103734030
a1G4J0000025ts6UAA,1,2025-03-31,103734031
a1G4J0000025tfPUAQ,1,2025-03-31,103734032
a1G4J0000025tZtUAI,1,2025-03-31,103734033
a1G4J0000025tspUAA,1,2025-03-31,103734034
a1G4J0000025trXUAQ,175,2025-03-31,103734035
a1G4J0000025tnWUAQ,10,2025-03-31,103734036
a1G4J0000025tfoUAA,1,2025-03-31,103734037
a1G4J0000025tkuUAA,420,2025-03-31,103734038
a1G4J0000025trIUAQ,350,2025-03-31,103734039
a1G4J0000025trZUAQ,200,2025-03-31,103734041
a1G4J0000025tprUAA,1,2025-03-31,103734042
a1G4J0000025tqPUAQ,0,2025-03-31,103739001
a1G4J0000025tqKUAQ,0,2025-03-31,103739002
a1G4J0000025tUgUAI,300,2025-03-31,103739003
a1G4J0000025tXEUAY,9724,2025-03-31,103745001
a1G4J0000025tnHUAQ,269,2025-03-31,103752001
a1G4J0000025ta4UAA,19587,2025-03-31,103773017
a1G4J0000025tsfUAA,19469,2025-03-31,103774012
a1G4J0000025tqoUAA,19656,2025-03-31,103778001
a1G4J0000025tlVUAQ,21444,2025-03-31,103780001
a1G4J0000025tmTUAQ,100,2025-03-31,103780002
a1G4J0000025tj5UAA,200,2025-03-31,103780003
a1G4J0000025tfYUAQ,13500,2025-03-31,103783004
a1G4J0000025ttEUAQ,14580,2025-03-31,103783005
a1G4J0000025tn8UAA,18900,2025-03-31,103784003
a1G4J0000025tqUUAQ,14220,2025-03-31,103785007
a1G4J0000025th0UAA,23280,2025-03-31,103786011
a1G4J0000025trrUAA,20176,2025-03-31,103791001
a1G4J0000025tkxUAA,200,2025-03-31,103805001
a1G4J0000025tqQUAQ,12258,2025-03-31,103805002
a1G4J0000025tsQUAQ,12090,2025-03-31,103807001
a1G4J00000261UmUAI,1,2025-03-31,103807002
a1G4J00000261SDUAY,1,2025-03-31,103807003
a1G4J0000025tibUAA,150,2025-03-31,103818001
a1G4J0000025tWGUAY,150,2025-03-31,103818002
a1G4J0000025tpdUAA,9600,2025-03-31,103830001
a1G4J00000261UrUAI,1,2025-03-31,103835004
a1G4J0000025tnIUAQ,100,2025-03-31,103838062
a1G4J0000025tt4UAA,1,2025-03-31,103838063
a1G4J0000025tquUAA,1,2025-03-31,103838064
a1G4J0000025trTUAQ,1,2025-03-31,103838065
a1G4J0000025tfXUAQ,1,2025-03-31,103838066
a1G4J0000025tsCUAQ,1,2025-03-31,103838067
a1G4J0000025tjQUAQ,1,2025-03-31,103838068
a1G4J0000025tjZUAQ,1,2025-03-31,103838069
a1G4J0000025tqpUAA,1,2025-03-31,103838070
a1G4J0000025tpmUAA,1,2025-03-31,103838071
a1G4J0000025tsuUAA,1,2025-03-31,103838072
a1G4J0000025tt9UAA,25,2025-03-31,103838073
a1G4J0000025tojUAA,1,2025-03-31,103838074
a1G4J0000025tsGUAQ,1,2025-03-31,103838075
a1G4J0000025tr9UAA,1,2025-03-31,103838076
a1G4J0000025tsLUAQ,1,2025-03-31,103838077
a1G4J0000025tsVUAQ,1,2025-03-31,103838078
a1G4J0000025tdrUAA,1,2025-03-31,103838079
a1G4J0000025trwUAA,1,2025-03-31,103838080
a1G4J0000025tszUAA,1,2025-03-31,103838081
a1G4J0000025tsBUAQ,1,2025-03-31,103838082
a1G4J0000025tWdUAI,1,2025-03-31,103838083
a1G4J0000025tUqUAI,1,2025-03-31,103838084
a1G4J0000025ttJUAQ,250,2025-03-31,103853001
a1G4J0000025tr5UAA,250,2025-03-31,103853002
a1G4J0000025thTUAQ,250,2025-03-31,103854001
a1G4J0000025tdyUAA,100,2025-03-31,103854002
a1G4J0000025ttKUAQ,19710,2025-03-31,103861001
a1G4J0000025tUWUAY,13468,2025-03-31,103862001
a1G4J0000025ttOUAQ,13257,2025-03-31,103864001
a1G4J0000025toPUAQ,250,2025-03-31,103869001
a1G4J0000025tscUAA,100,2025-03-31,103869002
a1G4J0000025ttTUAQ,75,2025-03-31,103873001
a1G4J0000025tYMUAY,1,2025-03-31,103874001
a1G4J0000025tlzUAA,100,2025-03-31,103875001
a1G4J0000025ttiUAA,200,2025-03-31,103876001
a1G4J0000025ttnUAA,15,2025-03-31,103877001
a1G4J0000025tnvUAA,3,2025-03-31,103878001
a1G4J0000025tdDUAQ,15,2025-03-31,103879001
a1G4J0000025tbkUAA,3,2025-03-31,103880001
a1G4J0000025ttxUAA,3,2025-03-31,103881001
a1G4J0000025tqlUAA,75,2025-03-31,103882001
a1G4J0000025tWWUAY,3,2025-03-31,103883001
a1G4J0000025ttsUAA,94,2025-03-31,103884001
a1G4J0000025tu2UAA,200,2025-03-31,103885001
a1G4J0000025tvAUAQ,15,2025-03-31,103886001
a1G4J0000025ttjUAA,3,2025-03-31,103887001
a1G4J00000261V1UAI,1,2025-03-31,103890001
a1G4J0000025timUAA,75,2025-03-31,103891001
a1G4J0000025tuKUAQ,100,2025-03-31,103892001
a1G4J0000025tYgUAI,15,2025-03-31,103893001
a1G4J0000025tuqUAA,9600,2025-03-31,103894001
a1G4J0000025tvKUAQ,175,2025-03-31,103895001
a1G4J0000025tu7UAA,3,2025-03-31,103896001
a1G4J0000025tlvUAA,0,2025-03-31,103897001
a1G4J0000025twTUAQ,75,2025-03-31,103898001
a1G4J00000261VBUAY,1,2025-03-31,103899001
a1G4J00000261V6UAI,1,2025-03-31,103900001
a1G4J0000025tW1UAI,3,2025-03-31,103901001
a1G4J0000025traUAA,200,2025-03-31,103902001
a1G4J00000261VGUAY,1,2025-03-31,103903001
a1G4J0000025td2UAA,200,2025-03-31,103904001
a1G4J0000025tkaUAA,125,2025-03-31,103905001
a1G4J0000025tVFUAY,3,2025-03-31,103906001
a1G4J0000025tvFUAQ,3,2025-03-31,103907001
a1G4J0000025tfsUAA,200,2025-03-31,103908001
a1G4J0000025tx1UAA,200,2025-03-31,103909001
a1G4J0000025tuCUAQ,50,2025-03-31,103910001
a1G4J00000261VLUAY,1,2025-03-31,103911001
a1G4J0000025twDUAQ,75,2025-03-31,103912001
a1G4J0000025txWUAQ,200,2025-03-31,103913001
a1G4J0000025tkIUAQ,1,2025-03-31,103914001
a1G4J0000025twXUAQ,15,2025-03-31,103915001
a1G4J0000025tl1UAA,100,2025-03-31,103916001
a1G4J0000025tcqUAA,1,2025-03-31,103917001
a1G4J0000025txQUAQ,100,2025-03-31,103918001
a1G4J0000025txfUAA,225,2025-03-31,103919001
a1G4J00000261VQUAY,1,2025-03-31,103920001
a1G4J0000025treUAA,50,2025-03-31,103920002
a1G4J0000025tyJUAQ,200,2025-03-31,103920003
a1G4J0000025ty4UAA,15,2025-03-31,103920004
a1G4J0000025te8UAA,100,2025-03-31,103920005
a1G4J0000025tteUAA,1,2025-03-31,103920006
a1G4J0000025tyEUAQ,1,2025-03-31,103920009
a1G4J0000025tpeUAA,50,2025-03-31,103920010
a1G4J0000025tv3UAA,75,2025-03-31,103920013
a1G4J0000025taAUAQ,100,2025-03-31,103920014
a1G4J0000025ta9UAA,100,2025-03-31,103920015
a1G4J0000025tpNUAQ,100,2025-03-31,103920016
a1G4J0000025txpUAA,75,2025-03-31,103921001
a1G4J0000025tYXUAY,3,2025-03-31,103922001
a1G4J0000025twjUAA,75,2025-03-31,103923001
a1G4J0000025tnJUAQ,3,2025-03-31,103924001
a1G4J0000025ty9UAA,100,2025-03-31,103925001
a1G4J0000025ty5UAA,3,2025-03-31,103926001
a1G4J0000025txuUAA,100,2025-03-31,103927001
a1G4J0000025tv4UAA,75,2025-03-31,103928001
a1G4J0000025txzUAA,100,2025-03-31,103929001
a1G4J0000025tvpUAA,3,2025-03-31,103930001
a1G4J0000025tqNUAQ,75,2025-03-31,103931001
a1G4J0000025tm0UAA,75,2025-03-31,103932001
a1G4J00000261VVUAY,1,2025-03-31,103933001
a1G4J0000025te7UAA,3,2025-03-31,103934001
a1G4J0000025to0UAA,15,2025-03-31,103935001
a1G4J0000025tx8UAA,100,2025-03-31,103936001
a1G4J0000025tiKUAQ,100,2025-03-31,103937001
a1G4J0000025taUUAQ,150,2025-03-31,103938001
a1G4J0000025tx7UAA,7,2025-03-31,103939001
a1G4J0000025tvkUAA,175,2025-03-31,103940001
a1G4J0000025tyOUAQ,15,2025-03-31,103941001
a1G4J0000025tpfUAA,5,2025-03-31,103942001
a1G4J0000025tyTUAQ,9600,2025-03-31,103943001
a1G4J0000025tyPUAQ,3,2025-03-31,103945001
a1G4J0000025tyiUAA,200,2025-03-31,103946001
a1G4J0000025tysUAA,200,2025-03-31,103947001
a1G4J0000025trjUAA,15,2025-03-31,103948001
a1G4J0000025trUUAQ,3,2025-03-31,103949001
a1G4J0000025tydUAA,200,2025-03-31,103950001
a1G4J0000025twxUAA,1,2025-03-31,103953001
a1G4J0000025tTcUAI,50,2025-03-31,103954001
a1G4J0000025tzHUAQ,3,2025-03-31,103955001
a1G4J0000025tozUAA,150,2025-03-31,103956001
a1G4J0000025trfUAA,100,2025-03-31,103957001
a1G4J0000025thWUAQ,30,2025-03-31,103958001
a1G4J0000025ts3UAA,3,2025-03-31,103959001
a1G4J0000025tcVUAQ,1,2025-03-31,103960001
a1G4J0000025tz2UAA,26,2025-03-31,103961001
a1G4J0000025tynUAA,3,2025-03-31,103962001
a1G4J0000025tdKUAQ,200,2025-03-31,103963001
a1G4J0000025tyxUAA,1,2025-03-31,103964001
a1G4J0000025tzWUAQ,200,2025-03-31,103966001
a1G4J0000025tzCUAQ,3,2025-03-31,103968001
a1G4J0000025tzMUAQ,200,2025-03-31,103969001
a1G4J0000025tzRUAQ,75,2025-03-31,103971001
a1G4J0000025twAUAQ,100,2025-03-31,103972001
a1G4J0000025togUAA,75,2025-03-31,103973001
a1G4J00000261VfUAI,1,2025-03-31,103974001
a1G4J0000025tlWUAQ,75,2025-03-31,103975001
a1G4J0000025tzqUAA,75,2025-03-31,103976001
a1G4J0000025tzvUAA,3,2025-03-31,103977001
a1G4J0000025tzgUAA,3,2025-03-31,103978001
a1G4J0000025tzbUAA,150,2025-03-31,103979001
