pms_reference__c,accountid,break_clause__c,recordtypeid,unit__c,startdate,_enddate,status,agreement_type__c,description,_unit_rn,opportunity__c,ownerid,document_type__c,memorandum_of_agreement_date__c,tenancy_end_date__c,actual_move_out_date__c,uplift_percentage__c,security_deposit_amount__c,special_clauses__c,special_clause_free_text__c,vehicle_make__c,vehicle_model__c,vehicle_registration__c
222488063007,001Nz00000Bcw6IIAR,No Break,012Pv000002B0WbIAK,a1G4J0000025xVNUAY,2024-06-20,,Draft,AST,AST,1,006Nz00000BM6DLIA1,0054J000004vXOaQAM,AST,,2025-06-19,,4.00,675,,,,,
222661014002,001Nz00000B4LE5IAN,No Break,012Pv000002B0WbIAK,a1G4J0000025xXeUAI,2024-05-15,,Draft,Licence,Licence,1,006Nz00000B2jZ0IAJ,0058d0000034SvqAAE,Parking Licence,,2025-05-14,,6.00,0,,,,,
222490014006,001Nz000009lsuDIAQ,No Break,012Pv000002B0WbIAK,a1G4J0000025xckUAA,2024-04-09,,Draft,AST,AST,1,006Nz000009VVlVIAW,0054J000004vXPBQA2,AST,,2025-04-08,,4.00,990,,,,,
222488076004,001Nz000009HtFrIAK,No Break,012Pv000002B0WbIAK,a1G4J0000025xdCUAQ,2024-03-26,,Draft,AST,AST,1,006Nz0000091zqnIAA,0054J000004vXOaQAM,AST,,2025-03-25,,4.00,985,,,,,
222490025007,001Nz000009ZFANIA4,No Break,012Pv000002B0WbIAK,a1G4J0000025xdNUAQ,2024-04-22,,Draft,AST,AST,1,006Nz000009JFhNIAW,0054J000004vXOaQAM,AST,,2025-04-21,,,,,,,,
222515009006,001Nz000009QAGHIA4,No Break,012Pv000002B0WbIAK,a1G4J0000025xdxUAA,2024-05-02,,Draft,AST,AST,1,006Nz000009ADV3IAO,0054J000004vXPBQA2,AST,,2025-05-01,,,,,,,,
222606005003,001Nz00000B7LnoIAF,No Break,012Pv000002B0WbIAK,a1G4J0000025xe1UAA,2024-06-11,,Draft,AST,AST,1,006Nz00000Aqul9IAB,0058d000004DOMXAA4,AST,,2025-06-11,,4.00,1150,,,,,
222661006003,001Nz00000B3zzwIAB,No Break,012Pv000002B0WbIAK,a1G4J0000025xfiUAA,2024-06-13,,Draft,Licence,Licence,1,006Nz00000C9LKtIAN,0058d000004DOMXAA4,Parking Licence,,2025-06-12,,6.00,0,,,,,
222560001003,001Nz000009NChgIAG,No Break,012Pv000002B0WbIAK,a1G4J0000025xgkUAA,2024-03-18,,Draft,AST,AST,1,006Nz0000097IO4IAM,0054J000004vXPBQA2,AST,,2025-03-17,,,,,,,,
222517002006,001Nz000009NEzZIAW,No Break,012Pv000002B0WbIAK,a1G4J0000025xgtUAA,2024-05-10,,Draft,AST,AST,1,006Nz0000097IpSIAU,0054J000004vXOqQAM,AST,,2025-05-09,,,,,,,,
222486005008,001Nz000009UbD3IAK,No Break,012Pv000002B0WbIAK,a1G4J0000025xj9UAA,2024-04-02,,Draft,AST,AST,1,006Nz000009EXa1IAG,0054J000004vXOaQAM,AST,,2025-04-01,,4.00,975,,,,,
222490016006,001Nz000008T6QPIA0,No Break,012Pv000002B0WbIAK,a1G4J0000025xkJUAQ,2024-04-09,,Draft,AST,AST,1,006Nz000008FKwIIAW,0054J000004vXOaQAM,AST,,2025-04-08,,4.00,815,,,,,
222581080003,001Nz000009c4LZIAY,No Break,012Pv000002B0WbIAK,a1G4J0000025xkPUAQ,2024-05-21,,Draft,AST,AST,1,006Nz000009M2SbIAK,0054J000004vXOqQAM,AST,,2025-05-20,,,,,,,,
222486006008,001Nz00000C5EUrIAN,No Break,012Pv000002B0WbIAK,a1G4J0000025xmOUAQ,2024-06-06,,Draft,AST,AST,1,006Nz00000BoXVVIA3,0054J000004vXOaQAM,AST,,2025-06-05,,4.00,950,,,,,
222486002005,001Nz00000AFD7FIAX,No Break,012Pv000002B0WbIAK,a1G4J0000025xnFUAQ,2024-04-15,,Draft,AST,AST,1,006Nz000009z6krIAA,0054J000004vXOaQAM,AST,,2025-04-14,,4.00,960,,,,,
222487053004,001Nz00000CvktlIAB,No Break,012Pv000002B0WbIAK,a1G4J0000025xpIUAQ,2024-07-22,,Draft,AST,AST,1,006Nz00000CePorIAF,0054J000004vXOaQAM,AST,,2025-07-21,,4.00,840,,,,,
418636032004,001Nz00000AdvwjIAB,2 at 10 to expire at 12,012Pv000002B0WbIAK,a1G4J0000025xpdUAA,2024-04-27,,Draft,AST,AST,1,006Nz00000ANjJdIAL,0058d000004DOMXAA4,AST,,2027-04-26,,,,,,,,
222521044006,001Nz00000ApJ9QIAV,No Break,012Pv000002B0WbIAK,a1G4J0000025xpjUAA,2024-06-21,,Draft,AST,AST,1,006Nz00000BJq9WIAT,0054J000004vXOaQAM,AST,,2025-06-20,,4.00,995,,,,,
222629028005,001Nz000009oE5tIAE,No Break,012Pv000002B0WbIAK,a1G4J0000025xqwUAA,2024-04-29,,Draft,Licence,Licence,1,006Nz000009xvmjIAA,0058d0000034SvqAAE,Parking Licence,,2025-04-28,,6.00,0,,,,,
222624037003,001Nz000008gH1RIAU,No Break,012Pv000002B0WbIAK,a1G4J0000025xrBUAQ,2024-03-15,,Draft,AST,AST,1,006Nz000008SVVhIAO,0058d0000034SvqAAE,AST,,2025-03-14,,4.00,1540,,,,,
222602001005,001Nz000009UbEfIAK,No Break,012Pv000002B0WbIAK,a1G4J0000025xrsUAA,2024-04-08,,Draft,AST,AST,1,006Nz000009EQgfIAG,0058d000004DOMXAA4,AST,,2025-04-07,,,,,,,,
222650020003,001Nz000009zdTvIAI,No Break,012Pv000002B0WbIAK,a1G4J0000025xsmUAA,2024-06-10,,Draft,AST,AST,1,006Nz000009jixNIAQ,0054J000004vXOaQAM,AST,,2025-06-09,,4.00,1240,,,,,
217371054010,001Nz00000AebJFIAZ,No Break,012Pv000002B0WbIAK,a1G4J0000025xtBUAQ,2024-05-01,,Draft,AST,AST,1,006Nz00000AOLTlIAP,0054J000004vXPBQA2,AST,,2025-04-30,,4.00,920,,,,,
222601020005,001Nz00000BGNASIA5,2 at 10 to expire at 12,012Pv000002B0WbIAK,a1G4J0000025xtFUAQ,2024-06-04,,Draft,AST,AST,1,006Nz00000BOZmMIAX,0058d000004DOMXAA4,AST,,2025-06-03,,,,,,,,
317675003014,001Nz000008Ip4HIAS,2 at 10 to expire at 12,012Pv000002B0WbIAK,a1G4J0000025xtoUAA,2024-02-23,,Draft,AST,AST,1,006Nz00000857U5IAI,0058d000004DOMXAA4,AST,,2025-06-22,,4.00,1650,,,,,
222491107006,001Nz00000CNwVsIAL,No Break,012Pv000002B0WbIAK,a1G4J0000025xu0UAA,2024-06-05,,Draft,Licence,Licence,1,006Nz00000C79m6IAB,0054J000004vXOaQAM,Parking Licence,,2025-06-04,,,,,,,,
222490013002,001Nz00000AUbCWIA1,No Break,012Pv000002B0WbIAK,a1G4J0000025xuBUAQ,2024-05-10,,Draft,AST,AST,1,006Nz00000AER4PIAX,0054J000004vXOaQAM,AST,,2025-05-09,,4.00,840,,,,,
222578034004,001Nz00000CqHUhIAN,No Break,012Pv000002B0WbIAK,a1G4J0000025xujUAA,2024-06-18,,Draft,AST,AST,1,006Nz00000CYjDsIAL,0058d0000020feeAAA,AST,,2025-06-17,,,,,,,,
222522005005,001Nz000009Kb4gIAC,No Break,012Pv000002B0WbIAK,a1G4J0000025xv3UAA,2024-05-16,,Draft,AST,AST,1,006Nz0000094ehfIAA,0054J000004vXOaQAM,AST,,2025-05-15,,,,,,,,
222491029005,001Nz000009lsuDIAQ,No Break,012Pv000002B0WbIAK,a1G4J0000025xvNUAQ,2024-04-09,,Draft,Licence,Licence,1,006Nz000009z8hpIAA,0054J000004vXOqQAM,Parking Licence,,2025-04-08,,,,,,,,DU20OSA
222601026004,001Nz00000B6TYuIAN,No Break,012Pv000002B0WbIAK,a1G4J0000025xvWUAQ,2024-06-10,,Draft,AST,AST,1,006Nz00000AptzEIAR,0058d000004DOMXAA4,,,2025-06-09,,,,,,,,
222581062005,001Nz00000A3p3RIAR,No Break,012Pv000002B0WbIAK,a1G4J0000025xw3UAA,2024-04-19,,Draft,AST,AST,1,006Nz000009yNUQIA2,0058d0000020feeAAA,,,2024-10-25,,,,,,,,
222489011005,001Nz00000B4eLXIAZ,No Break,012Pv000002B0WbIAK,a1G4J0000025xwSUAQ,2024-05-11,,Draft,AST,AST,1,006Nz00000AoDypIAF,0054J000004vXOaQAM,AST,,2025-05-10,,4.00,810,,,,,
222521026009,001Nz000009q9WiIAI,No Break,012Pv000002B0WbIAK,a1G4J0000025xwoUAA,2024-05-02,,Draft,AST,AST,1,006Nz000009ZbFkIAK,0054J000004vXOaQAM,AST,,2025-05-01,,,,,,,,
222487049004,001Nz000009UU5AIAW,No Break,012Pv000002B0WbIAK,a1G4J0000025xwrUAA,2024-04-08,,Draft,AST,AST,1,006Nz000009ESIbIAO,0054J000004vXOaQAM,AST,,2025-04-07,,4.00,995,,,,,
222629042004,001Nz000009EfqvIAC,No Break,012Pv000002B0WbIAK,a1G4J0000025xx7UAA,2024-04-12,,Draft,Licence,Licence,1,006Nz000009yAP8IAM,0058d0000034SvqAAE,Parking Licence,,2025-04-11,,6.00,0,,,,,
222489030004,001Nz00000BuXuFIAV,No Break,012Pv000002B0WbIAK,a1G4J0000025xxMUAQ,2024-07-22,,Draft,AST,AST,1,006Nz00000Bd2GYIAZ,0054J000004vXOaQAM,AST,,2025-07-21,,4.00,950,,,,,
222611004006,001Nz000008YjxQIAS,2 at 10 to expire at 12,012Pv000002B0WbIAK,a1G4J0000025xxcUAA,2024-03-15,,Draft,AST,AST,1,006Nz000008L0LUIA0,0054J000004vXPBQA2,AST,,2025-03-14,,,,,,,,
222489048010,001Nz00000AcHwZIAV,2 at 4 to expire at 6,012Pv000002B0WbIAK,a1G4J0000025xy4UAA,2024-05-25,,Draft,AST,AST,1,006Nz00000AMCw2IAH,0054J000004vXOaQAM,AST,,2025-05-24,,4.00,850,,,,,
222581056002,001Nz00000B2CwRIAV,No Break,012Pv000002B0WbIAK,a1G4J0000025xyCUAQ,2024-05-06,,Draft,AST,AST,1,006Nz00000Alz2IIAR,0058d0000020feeAAA,AST,,2024-11-05,,,,,,,,
222581068006,001Nz00000CfAsXIAV,No Break,012Pv000002B0WbIAK,a1G4J0000025xyKUAQ,2024-07-12,,Draft,AST,AST,1,006Nz00000COA5lIAH,0058d0000020feeAAA,AST,,2025-07-11,,4.00,1360,,,,,
222521001006,001Nz000008Q9MRIA0,No Break,012Pv000002B0WbIAK,a1G4J0000025xyOUAQ,2024-03-06,,Draft,AST,AST,1,006Nz000008CHbcIAG,0054J000004vXOaQAM,AST,,2026-03-05,,4.00,1030,,,,,
222491160006,001Nz000009HtFrIAK,No Break,012Pv000002B0WbIAK,a1G4J0000025xyWUAQ,2024-03-26,,Draft,Licence,Licence,1,006Nz0000094fnNIAQ,0054J000004vXOaQAM,Parking Licence,,2025-03-25,,,,,,,,FT19 NNO
222580044005,001Nz000009EqhWIAS,No Break,012Pv000002B0WbIAK,a1G4J0000025xylUAA,2024-05-10,,Draft,AST,AST,1,006Nz000008zAsHIAU,0058d0000020feeAAA,AST,,2025-05-09,,,,,,,,
222488034007,001Nz00000AK9vtIAD,No Break,012Pv000002B0WbIAK,a1G4J0000025xz5UAA,2024-05-15,,Draft,AST,AST,1,006Nz00000A3qFgIAJ,0054J000004vXOaQAM,AST,,2025-05-14,,4.00,960,,,,,
222624055003,001Nz000008CMRcIAO,No Break,012Pv000002B0WbIAK,a1G4J0000025xzIUAQ,2024-04-10,,Draft,AST,AST,1,006Nz000007zDcEIAU,0058d0000034SvqAAE,AST,,2025-04-09,,4.00,2035,,,,,
222601005003,001Nz000008RQA0IAO,2 at 10 to expire at 12,012Pv000002B0WbIAK,a1G4J0000025xzNUAQ,2024-04-05,,Draft,AST,AST,1,006Nz000008DiOSIA0,0054J000004vXOqQAM,AST,,2025-04-04,,,,,,,,
222521012004,001Nz0000098oosIAA,No Break,012Pv000002B0WbIAK,a1G4J0000025y05UAA,2024-04-19,,Draft,AST,AST,1,006Nz000008tHRqIAM,0054J000004vXOaQAM,AST,,2025-04-18,,,,,,,,
222488030004,001Nz00000Bcm5NIAR,No Break,012Pv000002B0WbIAK,a1G4J0000025y06UAA,2024-06-03,,Draft,AST,AST,1,006Nz00000BLtmPIAT,0054J000004vXOaQAM,AST,,2025-06-02,,4.00,670,,,,,
222649026003,001Nz00000BXfEAIA1,No Break,012Pv000002B0WbIAK,a1G4J0000025y0aUAA,2024-06-28,,Draft,AST,AST,1,006Nz00000BH2yUIAT,0054J000004vXOaQAM,AST,,2025-06-27,,4.00,1440,,,,,
222594005005,001Nz000009f9jiIAA,2 at 10 to expire at 12,012Pv000002B0WbIAK,a1G4J0000025y0kUAA,2024-04-05,,Draft,AST,AST,1,006Nz000009P3S9IAK,0058d000004DOMXAA4,AST,,2025-04-04,,,,,,,,
222581010005,001Nz000009UuHOIA0,No Break,012Pv000002B0WbIAK,a1G4J0000025y1TUAQ,2024-03-29,,Draft,AST,AST,1,006Nz000009Eq9gIAC,0054J000004vXOqQAM,AST,,2025-03-28,,,,,,,,
222487057010,001Nz00000BeFoSIAV,No Break,012Pv000002B0WbIAK,a1G4J0000025y1WUAQ,2024-06-29,,Draft,AST,AST,1,006Nz00000BNIItIAP,0054J000004vXOaQAM,AST,,2025-06-28,,4.00,830,,,,,
222629037003,001Nz00000BUmP3IAL,No Break,012Pv000002B0WbIAK,a1G4J0000025y2XUAQ,2024-06-03,,Draft,Licence,Licence,1,006Nz00000Bvi9GIAR,0054J000004vXPBQA2,Parking Licence,,2025-06-02,,6.00,0,,,,,
222488027005,001Nz000009Z8vBIAS,No Break,012Pv000002B0WbIAK,a1G4J0000025y2pUAA,2024-05-07,,Draft,AST,AST,1,006Nz000009J5mnIAC,0054J000004vXOaQAM,AST,,2025-05-06,,4.00,805,,,,,
222488016005,001Nz000008RQwJIAW,No Break,012Pv000002B0WbIAK,a1G4J0000025y3DUAQ,2024-03-23,,Draft,AST,AST,1,006Nz000008DaxCIAS,0054J000004vXOaQAM,AST,,2025-03-22,,4.00,670,,,,,
222491050003,001Nz000009Z8vBIAS,No Break,012Pv000002B0WbIAK,a1G4J0000025y3RUAQ,2024-05-24,,Draft,Licence,Licence,1,006Nz00000BcqtkIAB,0054J000004vXOaQAM,Parking Licence,,2025-05-23,,,,,,,,EJ70 OCF
222611007004,001Nz00000Adx45IAB,No Break,012Pv000002B0WbIAK,a1G4J0000025y4CUAQ,2024-06-21,,Draft,AST,AST,1,006Nz00000BHSMGIA5,0058d000004DOMXAA4,AST,,2025-06-20,,4.00,1150,,,,,
222521049005,001Nz000009v9RGIAY,No Break,012Pv000002B0WbIAK,a1G4J0000025y4pUAA,2024-04-19,,Draft,AST,AST,1,006Nz000009eeKwIAI,0054J000004vXOaQAM,AST,,2025-10-18,,,,,,,,
222652043003,001Nz000008OSL7IAO,No Break,012Pv000002B0WbIAK,a1G4J0000025y56UAA,2024-03-05,2024-03-05,Draft,Licence,Licence,1,006Nz000008FyiRIAS,0054J000004vXOaQAM,Parking Licence,,2025-03-04,,6.00,0,,,,,
222659005002,001Nz00000B4LE5IAN,2 at 10 to expire at 12,012Pv000002B0WbIAK,a1G4J0000025y57UAA,2024-05-15,,Draft,AST,AST,1,006Nz00000AnwjSIAR,0058d0000034SvqAAE,AST,,2025-05-14,,4.00,1250,,,,,
222624042004,001Nz00000BM72vIAD,No Break,012Pv000002B0WbIAK,a1G4J0000025y5IUAQ,2024-05-23,,Draft,AST,AST,1,006Nz00000B5OZdIAN,0058d0000034SvqAAE,AST,,2025-05-22,,4.00,1910,,,,,
222581009002,001Nz00000CYsFDIA1,No Break,012Pv000002B0WbIAK,a1G4J0000025y5YUAQ,2024-06-20,,Draft,AST,AST,1,006Nz00000CHgthIAD,0058d0000020feeAAA,AST,,2025-06-19,,4.00,1300,,,,,
217371101003,001Nz00000B3sdTIAR,No Break,012Pv000002B0WbIAK,a1G4J0000025y5cUAA,2024-05-15,,Draft,AST,AST,1,006Nz00000AnXRkIAN,0054J000004vXOaQAM,AST,,2025-05-14,,4.00,960,,,,,
222520042004,001Nz000009zHtMIAU,No Break,012Pv000002B0WbIAK,a1G4J0000025y5lUAA,2024-04-26,,Draft,AST,AST,1,006Nz000009jL4wIAE,0054J000004vXPBQA2,AST,,2025-04-25,,,,,,,,
222521017006,001Nz0000080T3rIAE,No Break,012Pv000002B0WbIAK,a1G4J0000025y5nUAA,2024-03-25,,Draft,AST,AST,1,006Nz000007nKZUIA2,0054J000004vXOaQAM,AST,,2025-03-24,,,,,,,,
222488066009,001Nz00000BaRwDIAV,No Break,012Pv000002B0WbIAK,a1G4J0000025y6NUAQ,2024-07-20,,Draft,AST,AST,1,006Nz00000BJiwfIAD,0054J000004vXOaQAM,AST,,2025-07-19,,4.00,980,,,,,
222649004003,001Nz00000ADv2qIAD,No Break,012Pv000002B0WbIAK,a1G4J0000025y6jUAA,2024-05-01,,Draft,AST,AST,1,006Nz000009xwUqIAI,0058d0000034SvqAAE,AST,,2025-04-30,,4.00,1420,,,,,
222581079003,001Nz00000AMhyGIAT,No Break,012Pv000002B0WbIAK,a1G4J0000025y72UAA,2024-04-19,,Draft,AST,AST,1,006Nz00000A6Rr2IAF,0058d0000020feeAAA,AST,,2025-04-18,,,,,,,,
217371035005,001Nz0000093LKUIA2,No Break,012Pv000002B0WbIAK,a1G4J0000025y8jUAA,2024-04-08,,Draft,AST,AST,1,006Nz000008nprCIAQ,0054J000004vXOaQAM,AST,,2025-04-07,,4.00,890,,,,,
222659026003,001Nz00000CPujFIAT,2 at 10 to expire at 12,012Pv000002B0WbIAK,a1G4J0000025y93UAA,2024-08-14,,Draft,AST,AST,1,006Nz00000C99I5IAJ,0058d000004DOMXAA4,AST,,2025-08-13,,4.00,1550,,,,,
222659121002,001Nz000008TrdqIAC,2 at 10 to expire at 12,012Pv000002B0WbIAK,a1G4J0000025y9AUAQ,2024-03-01,,Draft,AST,AST,1,006Nz000008G7LtIAK,0058d0000034SvqAAE,AST,,2025-02-28,,4.00,1325,,,,,
222629015004,001Nz000009lDPdIAM,No Break,012Pv000002B0WbIAK,a1G4J0000025y9CUAQ,2024-05-25,,Draft,Licence,Licence,1,006Nz000009y6OxIAI,0058d0000034SvqAAE,Parking Licence,,2025-05-24,,6.00,0,,,,,
222581094005,001Nz00000AuKnvIAF,2 at 4 to expire at 6,012Pv000002B0WbIAK,a1G4J0000025y9HUAQ,2024-06-04,,Draft,AST,AST,1,006Nz00000BKQg3IAH,0058d0000020feeAAA,AST,,2025-06-03,,,,,,,,
222601008004,001Nz00000B4jzdIAB,No Break,012Pv000002B0WbIAK,a1G4J0000025y9VUAQ,2024-05-16,,Draft,AST,AST,1,006Nz00000AoQzIIAV,0058d000004DOMXAA4,AST,,2025-05-15,,,,,,,,
222579034003,001Nz00000CNaS5IAL,No Break,012Pv000002B0WbIAK,a1G4J0000025y9ZUAQ,2024-06-11,,Draft,AST,AST,1,006Nz00000C6m9VIAR,0058d0000020feeAAA,AST,,2025-06-10,,,,,,,,
222491122006,001Nz000009ZFANIA4,No Break,012Pv000002B0WbIAK,a1G4J0000025yACUAY,2024-04-22,,Draft,Licence,Licence,1,006Nz000009VKlFIAW,0054J000004vXOaQAM,Parking Licence,,2025-04-21,,,,,,,,DS71 GKY
217371031006,001Nz00000CTXmWIAX,No Break,012Pv000002B0WbIAK,a1G4J0000025yADUAY,2024-06-17,,Draft,AST,AST,1,006Nz00000CCyWAIA1,0054J000004vXOaQAM,AST,,2025-06-16,,4.00,1025,,,,,
222659094002,001Nz00000B3zzwIAB,2 at 10 to expire at 12,012Pv000002B0WbIAK,a1G4J0000025yBAUAY,2024-06-13,,Draft,AST,AST,1,006Nz00000AnfvXIAR,0058d0000034SvqAAE,AST,,2025-06-12,,4.00,1575,,,,,
222643103002,001Nz000008Nb3uIAC,No Break,012Pv000002B0WbIAK,a1G4J0000025yCdUAI,2024-03-22,,Draft,AST,AST,1,006Nz0000089sxSIAQ,0058d0000034SvqAAE,AST,,2025-03-21,,4.00,2100,,,,,
222491129005,001Nz000008hLsHIAU,No Break,012Pv000002B0WbIAK,a1G4J0000025yCjUAI,2024-03-01,,Draft,Licence,Licence,1,006Nz000008TI0AIAW,0054J000004vXOaQAM,Parking Licence,,2025-02-28,,,,,,,,
222520017007,001Nz00000AlO5xIAF,No Break,012Pv000002B0WbIAK,a1G4J0000025yCzUAI,2024-05-10,,Draft,AST,AST,1,006Nz00000AVHV3IAP,0054J000004vXOaQAM,AST,,2025-05-09,,,,,,,,
222648149004,001Nz00000BqrpuIAB,No Break,012Pv000002B0WbIAK,a1G4J0000025yD7UAI,2024-07-29,,Draft,AST,AST,1,006Nz00000BZdeTIAT,0054J000004vXOaQAM,AST,,2025-07-28,,4.00,1320,,,,,
222643034002,001Nz000008WdBJIA0,No Break,012Pv000002B0WbIAK,a1G4J0000025yDAUAY,2024-03-16,,Draft,AST,Vacant,1,006Nz000008IrSfIAK,0058d0000034SvqAAE,,,2025-03-15,,4.00,1900,,,,,
222520009004,001Nz00000AqlGPIAZ,No Break,012Pv000002B0WbIAK,a1G4J0000025yDEUAY,2024-05-15,,Draft,AST,AST,1,006Nz00000AaTqbIAF,0054J000004vXOaQAM,AST,,2025-05-14,,,,,,,,
222624034004,001Nz000008joyYIAQ,No Break,012Pv000002B0WbIAK,a1G4J0000025yDMUAY,2024-03-25,,Draft,AST,AST,1,006Nz000008V6j0IAC,0058d0000034SvqAAE,AST,,2025-03-24,,4.00,1515,,,,,
222661028004,001Nz000008TrdqIAC,No Break,012Pv000002B0WbIAK,a1G4J0000025yEFUAY,2024-03-01,,Draft,Licence,Licence,1,006Nz000008Kn9dIAC,0058d0000034SvqAAE,Parking Licence,,2025-02-28,,6.00,0,,,,,
217371088006,001Nz000008vPwLIAU,No Break,012Pv000002B0WbIAK,a1G4J0000025yEwUAI,2024-03-27,,Draft,AST,AST,1,006Nz000008gM5xIAE,0054J000004vXOaQAM,AST,,2025-03-26,,4.00,835,,,,,
222520046005,001Nz00000BuTCHIA3,No Break,012Pv000002B0WbIAK,a1G4J0000025yF4UAI,2024-06-07,,Draft,AST,AST,1,006Nz00000BdIjVIAV,0054J000004vXOaQAM,AST,,2025-06-06,,,,,,,,
222648006003,001Nz00000B1DhdIAF,No Break,012Pv000002B0WbIAK,a1G4J0000025yF6UAI,2024-05-29,,Draft,AST,AST,1,006Nz00000Al1SjIAJ,0054J000004vXOaQAM,AST,,2025-05-28,,4.00,1965,,,,,
222643018002,001Nz000008DXSNIA4,No Break,012Pv000002B0WbIAK,a1G4J0000025yFAUAY,2024-02-23,,Draft,AST,AST,1,006Nz0000080AeaIAE,0058d0000034SvqAAE,AST,,2025-02-22,,6.00,2410,,,,,
222522002004,001Nz00000BuXasIAF,No Break,012Pv000002B0WbIAK,a1G4J0000025yFdUAI,2024-06-21,,Draft,AST,AST,1,006Nz00000BdLBAIA3,0054J000004vXOaQAM,AST,,2025-06-20,,4.00,890,,,,,
222649030005,001Nz000008zSkPIAU,No Break,012Pv000002B0WbIAK,a1G4J0000025yFkUAI,2024-03-09,,Draft,AST,AST,1,006Nz000008kJEMIA2,0054J000004vXOqQAM,AST,,2024-09-12,,4.00,1250,,,,,
222520104003,001Nz00000AlO5xIAF,No Break,012Pv000002B0WbIAK,a1G4J0000025yFqUAI,2024-05-10,,Draft,Licence,Licence,1,006Nz00000B8cTBIAZ,0054J000004vXOaQAM,Parking Licence,,2025-05-09,,,,,,,,
222520062005,001Nz00000Alz3uIAB,No Break,012Pv000002B0WbIAK,a1G4J0000025yGYUAY,2024-06-07,,Draft,AST,AST,1,006Nz00000AVnbWIAT,0054J000004vXOaQAM,AST,,2025-06-06,,,,,,,,
222578082003,001Nz000009c2RpIAI,No Break,012Pv000002B0WbIAK,a1G4J0000025yGaUAI,2024-05-10,,Draft,AST,AST,1,006Nz000009M0yfIAC,0058d0000020feeAAA,AST,,2025-05-09,,,,,,,,
222522031005,001Nz000009nOiQIAU,No Break,012Pv000002B0WbIAK,a1G4J0000025yH1UAI,2024-05-06,,Draft,AST,AST,1,006Nz000009WyZ7IAK,0054J000004vXPBQA2,AST,,2025-05-05,,,,,,,,
222522052009,001Nz00000A6IsZIAV,No Break,012Pv000002B0WbIAK,a1G4J0000025yHXUAY,2024-04-26,,Draft,AST,AST,1,006Nz000009qV8zIAE,0054J000004vXOaQAM,AST,,2025-04-25,,,,,,,,
222648020004,001Nz000008W31QIAS,No Break,012Pv000002B0WbIAK,a1G4J0000025yHwUAI,2024-03-11,,Draft,AST,AST,1,006Nz000008IGsyIAG,0054J000004vXOaQAM,AST,,2025-03-10,,4.00,1150,,,,,
222522062009,001Nz00000ApBgQIAV,No Break,012Pv000002B0WbIAK,a1G4J0000025yI4UAI,2024-05-24,,Draft,AST,AST,1,006Nz00000AYvNtIAL,0054J000004vXOaQAM,AST,,2025-05-23,,,,,,,,
217371074008,001Nz00000CT1Y5IAL,No Break,012Pv000002B0WbIAK,a1G4J0000025yI8UAI,2024-06-17,,Draft,AST,AST,1,006Nz00000CC89NIAT,0054J000004vXOaQAM,AST,,2025-04-16,,4.00,1000,,,,,
222649060002,001Nz000008OSL7IAO,No Break,012Pv000002B0WbIAK,a1G4J0000025yIHUAY,2024-03-05,,Draft,AST,AST,1,006Nz000008AiftIAC,0054J000004vXOaQAM,AST,,2025-03-04,,4.00,1250,,,,,
222491166004,001Nz00000AingqIAB,No Break,012Pv000002B0WbIAK,a1G4J0000025yIIUAY,2024-05-04,,Draft,Licence,Licence,1,006Nz00000AsedrIAB,0054J000004vXOaQAM,Parking Licence,,2025-05-14,,,,,,,,
222522101005,001Nz00000AofezIAB,No Break,012Pv000002B0WbIAK,a1G4J0000025yItUAI,2024-06-10,,Draft,Licence,Licence,1,006Nz00000CI0sIIAT,0054J000004vXOaQAM,Parking Licence,,2025-06-09,,,,,,,,
222648102003,001Nz00000AuLvFIAV,No Break,012Pv000002B0WbIAK,a1G4J0000025yIyUAI,2024-07-05,,Draft,AST,AST,1,006Nz00000Ae2RxIAJ,0054J000004vXOaQAM,AST,,2025-07-04,,4.00,1340,,,,,
217371085007,001Nz0000095u1DIAQ,No Break,012Pv000002B0WbIAK,a1G4J0000025yK5UAI,2024-03-30,,Draft,AST,AST,1,006Nz000008qOMfIAM,0054J000004vXOaQAM,AST,,2024-09-29,,4.00,845,,,,,
217371104005,001Nz00000Bg3pdIAB,No Break,012Pv000002B0WbIAK,a1G4J0000025yKFUAY,2024-06-29,,Draft,AST,AST,1,006Nz00000BP6K3IAL,0054J000004vXOaQAM,AST,,2025-06-28,,4.00,970,,,,,
217371078006,001Nz000008Tt2yIAC,No Break,012Pv000002B0WbIAK,a1G4J0000025yKnUAI,2024-03-05,,Draft,AST,AST,1,006Nz000008G8UtIAK,0054J000004vXOaQAM,AST,,2025-03-04,,4.00,770,,,,,
222649007002,001Nz000009zKrAIAU,No Break,012Pv000002B0WbIAK,a1G4J0000025yKpUAI,2024-06-06,,Draft,AST,AST,1,006Nz000009jMbwIAE,0054J000004vXPBQA2,AST,,2025-06-05,,4.00,1460,,,,,
317678004010,001Nz000008NlhOIAS,2 at 4 to expire at 6,012Pv000002B0WbIAK,a1G4J0000025yL6UAI,2024-02-29,,Draft,AST,AST,1,006Nz000008A4ozIAC,0058d000004DOMXAA4,AST,,2025-02-28,,4.00,2100,,,,,
222580046004,001Nz00000BMcrXIAT,No Break,012Pv000002B0WbIAK,a1G4J0000025yLBUAY,2024-07-02,,Draft,AST,AST,1,006Nz00000B5nZiIAJ,0058d0000020feeAAA,AST,,2025-07-01,,4.00,1130,,,,,
