"id","tenancy__c","opportunity__c","pms_reference__c","accountid","recordtypeid","unit__c","status","tenancy_status__c","startdate","enddate","ownerid","agreement_type__c","document_type__c","memorandum_of_agreement_date__c","actual_move_out_date__c","uplift_percentage__c","security_deposit_amount__c","break_clause__c","special_clauses__c","special_clause_free_text__c","vehicle_make__c","vehicle_model__c","vehicle_registration__c","id-2","primary_offer__r","primary_offer_live_unit__c","stagename","move_in_date__c","tenancy_type__c","agreement_type__c-2","createddate","pms_reference__c-2","primary_offer_unit__c","id-3","PMS_Reference__c","stagename-2","PMS_Reference__c-2","accountid-2","break_clause__c-2","recordtypeid-2","Unit__c","StartDate","Tenancy_End_Date__c","status-2","Agreement_Type__c","Description","unit_rn","ownerid-2","document_type__c-2","memorandum_of_agreement_date__c-2","actual_move_out_date__c-2","uplift_percentage__c-2","security_deposit_amount__c-2","special_clauses__c-2","special_clause_free_text__c-2","vehicle_make__c-2","vehicle_model__c-2","vehicle_registration__c-2"
"8008d000000YBO4AAO","800Pv00000G517QIAR","0068d000006bXhBAAU",,"0018d0000098b0PAAQ","012Pv0000021hzSIAQ","a1G4J0000025zCaUAI","Draft","Ended","2022-06-27","2023-06-26","0054J000004vXOqQAM","AST","AST",,,"3.00","1175.00","No Break",,,,,,"0068d000006bXhBAAU","[Quote]","a1G4J0000025zCaUAI","Closed Won","2022-06-27","New","AST","2022-05-27 13:33:48",,"a1G4J0000025zCaUAI","0068d000006bXhBAAU","222579086003","Closed Won","222579086003","0018d0000098b4CAAQ","2 at 4 to expire at 6","012Pv0000027hGnIAI","a1G4J0000025zCaUAI","2024-06-27","2025-06-26","Draft","AST","AST","1","0054J000004vXOiQAM","AST",,,"4.00","1175.00",,,,,
"8008d000000YBQ0AAO","800Pv00000GF1LjIAL","0068d000007DhWcAAK",,"0014J00000VvTG9QAN","012Pv0000021hzSIAQ","a1G4J0000025xRMUAY","Draft","Ended","2022-07-17","2023-07-16","0054J000004vXOiQAM","AST","AST",,,"3.50","950.00","Renewal 2 month",,,,,,"0068d000007DhWcAAK","[Quote]","a1G4J0000025xRMUAY","Closed Won","2022-07-17","Renewal","AST","2022-06-14 07:52:42",,"a1G4J0000025xRMUAY","0068d000007DhWcAAK","222580066002","Closed Won","222580066002","0018d00000II8ZbAAL","2 at 4 to expire at 6","012Pv0000027hGnIAI","a1G4J0000025xRMUAY","2023-12-08","2024-12-07","Draft","AST","AST","1","0054J000004vXOiQAM","AST",,,"6.00","950.00",,,,,
"8008d000000YBafAAG","800Pv00000G4jVLIAZ","0068d000007DjJnAAK",,"0018d000002qvwRAAQ","012Pv0000021hzSIAQ","a1G4J0000025w7UUAQ","Draft","Ended","2022-08-25","2023-08-24","0054J000004vXOiQAM","AST","AST",,,"3.50","650.00","2 at 10 to expire at 12",,,,,,"0068d000007DjJnAAK","[Quote]","a1G4J0000025w7UUAQ","Closed Won","2022-08-25","Renewal","AST","2022-06-14 14:50:15",,"a1G4J0000025w7UUAQ","0068d000007DjJnAAK","122528029007","Closed Won","122528029007","0018d000002qwH4AAI","Renewal 2 month","012Pv0000027hGnIAI","a1G4J0000025w7UUAQ","2023-08-25","2024-08-24","Draft","AST","AST","1","0054J000004vXOiQAM","AST",,,"6.00","650.00",,"Change Of Sharer Clause 

1.Louis Hopkins shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. Conor Kernohan shall become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Conor Kernohan shall reimburse Louis Hopkins the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Conor Kernohan shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy",,,
"8008d000000YBgtAAG","800Pv00000G52g8IAB","0068d000007Izc5AAC",,"0014J00000VvVEaQAN","012Pv0000021hzSIAQ","a1G4J0000026043UAA","Draft","Ended","2022-08-06","2023-08-05","0054J000004vXOnQAM","Live Work","Live Work Agreement;Simple Declaration",,,"4.00","1925.00","Live Work",,,,,,"0068d000007Izc5AAC","[Quote]","a1G4J0000026043UAA","Closed Won","2022-08-06","Renewal","Live Work","2022-06-15 08:08:21",,"a1G4J0000026043UAA","0068d000007Izc5AAC","418578035005","Closed Won","418578035005","0014J00000W1pUZQAZ","Live Work","012Pv0000027hGnIAI","a1G4J0000026043UAA","2023-08-06","2024-08-05","Draft","Live Work","Live Work","1","0054J000004vXOnQAM","Live Work Agreement;Simple Declaration",,,"4.00","1925.00",,"Tenant Break Clause 

The Landlord agrees that the Tenant has the right to terminate the Tenancy giving the Landlord not less than TWO (2) months PRIOR notice in writing. For the avoidance of doubt between the parties it is agreed that the notice period must expire on the last day of a month (being the day before the next rental payment is due) as detailed in Clause 1.3 of Core Terms",,,
"8008d000000YBhmAAG","800Pv00000G586AIAR","0068d000007IzjQAAS",,"0018d000003UiaAAAS","012Pv0000021hzSIAQ","a1G4J000004jyozUAA","Draft","Ended","2022-08-08","2023-08-07","0054J000004vXOnQAM","AST","AST",,,"3.00","1220.00","2 at 4 to expire at 6",,,,,,"0068d000007IzjQAAS","[Quote]","a1G4J000004jyozUAA","Closed Won","2022-08-08","Renewal","AST","2022-06-15 08:44:54",,"a1G4J000004jyozUAA","0068d000007IzjQAAS","222666109001","Closed Won","222666109001","0018d000003Uof3AAC","No Break","012Pv0000027hGnIAI","a1G4J000004jyozUAA","2023-08-08","2024-08-07","Draft","AST","AST","1","0058d000006d5m0AAA","AST",,,"6.00","1220.00",,,,,
"8008d000000YC2pAAG","800Pv00000FzhkbIAB","0068d000007LCUKAA4",,"0014J00000VvTJwQAN","012Pv0000021hzSIAQ","a1G4J000002600CUAQ","Draft","Ended","2022-07-01","2022-09-30","0054J000004vXOnQAM","Live Work","Live Work Agreement;Simple Declaration",,,"4.00","3138.50","Check Contract",,"Change Of Sharer Clause 

1.  Livia Lauber shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause 1.6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. Richard Ceccanti shall become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Lease.
3. Richard Ceccanti shall reimburse Livia Lauber the proportion of the deposit monies detailed in Clause 1.6 of the above Lease, paid by them, less any agreed offset for damage which may have occurred during the period from the original commencement of the Lease to the commencement of this Lease. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Richard Ceccanti shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created on 1st June 2017.",,,,"0068d000007LCUKAA4","[Quote]","a1G4J000002600CUAQ","Closed Won","2022-07-01","Renewal","Live Work","2022-06-17 13:13:45",,"a1G4J000002600CUAQ","0068d000007LCUKAA4","418579032001","Closed Won","418579032001","001Nz000000mYLxIAM","2 at 4 to expire at 6","012Pv0000027hGnIAI","a1G4J000002600CUAQ","2023-10-06","2024-10-05","Draft","Live Work","Live Work","1","0058d000006d5m0AAA","Live Work Agreement;Simple Declaration",,,"6.00","3138.50",,,,,
"8008d000000YCHQAA4","800Pv00000FzoX9IAJ","0068d000004eiSTAAY",,"0014J00000W1pEBQAZ","012Pv0000021hzSIAQ","a1G4J000002635FUAQ","Draft","Ended","2022-05-31","2023-05-30","0058d000000la2lAAA","AST","AST",,,"4.00","1863.50","Renewal 2 month",,,,,,"0068d000004eiSTAAY","[Quote]","a1G4J000002635FUAQ","Closed Won","2022-05-31","Renewal","AST","2022-03-09 16:54:25",,"a1G4J000002635FUAQ","0068d000004eiSTAAY","317585036005","Closed Won","317585036005","0014J00000W1ojKQAR","2 at 10 to expire at 12","012Pv0000027hGnIAI","a1G4J000002635FUAQ","2024-05-31","2025-05-30","Draft","AST","AST","1","0058d0000034SvqAAE","AST",,,"4.00","1863.50",,,,,
"8008d000000YCJbAAO","800Pv00000G58GkIAJ","0068d000007cC7VAAU",,"0014J00000VvUOdQAN","012Pv0000021hzSIAQ","a1G4J0000025zmLUAQ","Draft","Ended","2022-07-01","2022-09-30","0054J000004vXOiQAM","Live Work","Live Work Agreement;Simple Declaration",,,"3.50","3060.00","LW Renewal 2 month",,"Change Of Sharer Clause


1. Manuel Inusa shall become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.

2. Manuel Inusa shall reimburse Kenneth Lam the proportion of the deposit monies detailed in Clause 2.7 or B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the commencement f the above Tenancy Agreement to the commencement of this Assignment. 

3. Manuel Inusa shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy.",,,,"0068d000007cC7VAAU","[Quote]","a1G4J0000025zmLUAQ","Closed Won","2022-07-01","Renewal","Live Work","2022-06-21 15:46:44",,"a1G4J0000025zmLUAQ","0068d000007cC7VAAU","418577017001","Closed Won","418577017001","001Nz000001ItFBIA0","No Break","012Pv0000027hGnIAI","a1G4J0000025zmLUAQ","2023-10-01","2024-09-30","Draft","Live Work","Live Work","1","0058d000006d5m0AAA","Live Work Agreement;Simple Declaration",,,"6.00","3060.00",,,,,
"8008d000000YCkDAAW",,"0068d000004glz6AAA",,"0014J00000VvTkHQAV","012Pv0000021hzSIAQ","a1G4J0000025yffUAA","Draft","Draft","2022-05-25","2023-05-24","0058d000000la2lAAA","AST","AST",,,"4.00","1926.90","Renewal 2 month",,"1.	Rent in advance

Further to clause B5 and B6 of this Agreement it is further agreed that the tenant (Asim M A Almuqrin) shall pay the rent for the first (3) months of this Agreement in one sum of £5,160 payable in advance on the signing of this Agreement. 

At the end of the first (3) month period (Asim M A Almuqrin) agrees to pay the final (9 number) instalments as follows:

£5160 on or before 25/08/2022
£5160 on or before 25/11/2022
£5160 on or before 25/02/2023

At the end of this tenancy, should the tenant seek a New Agreement and should the Landlord agree to this, the tenant agrees to pay for further referencing to determine whether they can pay monthly in advance for the new term whether as a result of the referencing the Landlord shall require them to pay in advance for whole term.

In either case the tenant (Asim M A Almuqrin) undertakes to comply with the Landlord or his agents` instructions with regard payment and to make such payment promptly and inline with the provisions of this Agreement.",,,,"0068d000004glz6AAA","[Quote]","a1G4J0000025yffUAA","Closed Lost","2022-05-25","Renewal","AST","2022-04-07 14:21:08",,"a1G4J0000025yffUAA","0068d000004glz6AAA","222623097003","Closed Lost","222623097003","0014J00000VvU1kQAF","2 at 4 to expire at 6","012Pv0000027hGnIAI","a1G4J0000025yffUAA","2023-07-24","2024-07-23","Draft","AST","AST","1","0058d000006d5m0AAA","AST",,,"6.00","1926.90",,"Change of sharer
a. Ghadah Almurqin shall cease to be a Tenants of the property and shall have no claim on the deposit monies held as detailed in Clause 2.7 or B.6 of this Tenancy Agreement which deposit shall continue to be held by Grainger Residential Management Ltd.  
b. N/A shall become a Tenant of the property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within this Tenancy Agreement.
c. Asim Almurqin shall reimburse Ghadah Almurqin the proportion of the deposit monies detailed in Clause 2.7 or B.6 of this Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the commencement of the Tenancy the commencement of this Assignment. 
d. N/A shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created.
e. GRML will not be involved in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant. These matters and the exchange of funds will be resolved between the two parties named in points 1A and 1B above.",,,
"8008d000000YD0pAAG","800Pv00000G4x1fIAB","0068d0000086XNIAA2",,"0014J00000aw8gzQAA","012Pv0000021hzSIAQ","a1G4J0000025ztBUAQ","Activated","Activated","2022-08-18","2024-08-17","0054J000004vXOnQAM","Live Work","Live Work Agreement;Simple Declaration",,,"3.50","2296.70","2 at 10 to expire at 12",,,,,,"0068d0000086XNIAA2","[Quote]","a1G4J0000025ztBUAQ","Closed Won","2022-08-18","Renewal","Live Work","2022-06-29 08:50:42",,"a1G4J0000025ztBUAQ","0068d0000086XNIAA2","418579025007","Closed Won","418579025007","0014J00000awDZNQA2","2 at 10 to expire at 12","012Pv0000027hGnIAI","a1G4J0000025ztBUAQ","2022-08-18","2024-08-17","Draft","Live Work","Live Work","1","0054J000004vXOnQAM","Live Work Agreement;Simple Declaration",,,"3.50","2296.70",,"The landlord agrees to a 5 week rent incentive @ ¬£2,650.00.",,,
"8008d000000YDOrAAO","800Pv00000G4nKkIAJ","0068d0000088z65AAA",,"0014J00000VvRRYQA3","012Pv0000021hzSIAQ","a1G4J0000025x62UAA","Draft","Ended","2022-08-08","2023-08-07","0054J000004vXP2QAM","AST","AST",,,"3.50","1025.00","No Break",,,,,,"0068d0000088z65AAA","[Quote]","a1G4J0000025x62UAA","Closed Won","2022-08-08","Renewal","AST","2022-07-01 14:37:51",,"a1G4J0000025x62UAA","0068d0000088z65AAA","122601022002","Closed Won","122601022002","0014J00000VvRVcQAN","2 at 10 to expire at 12","012Pv0000027hGnIAI","a1G4J0000025x62UAA","2023-08-08","2024-08-07","Draft","AST","AST","1","0058d000006d5m0AAA","AST",,,"6.00","1025.00",,,,,
"8008d000000YDXFAA4","800Pv00000G4xsLIAR","0068d000008HutRAAS",,"0014J00000VvVDjQAN","012Pv0000021hzSIAQ","a1G4J000002606QUAQ","Draft","Ended","2022-09-11","2023-09-10","0054J000004vXOnQAM","Live Work","Live Work Agreement;Simple Declaration",,,"4.00","2700.00","Live Work",,,,,,"0068d000008HutRAAS","[Quote]","a1G4J000002606QUAQ","Closed Won","2022-09-11","Renewal","Live Work","2022-07-05 12:01:52",,"a1G4J000002606QUAQ","0068d000008HutRAAS","418578069002","Closed Won","418578069002","0014J00000VvVLHQA3","Live Work","012Pv0000027hGnIAI","a1G4J000002606QUAQ","2023-09-12","2024-09-11","Draft","Live Work","Live Work","1","0058d000006d5m0AAA","Live Work Agreement;Simple Declaration",,,"6.00","2700.00",,"Tenant Break Clause 

The Landlord agrees that the Tenant has the right to terminate the Tenancy giving the Landlord not less than TWO (2) months PRIOR notice in writing. For the avoidance of doubt between the parties it is agreed that the notice period must expire on the last day of a month (being the day before the next rental payment is due) as detailed in Clause 1.3 of Core Terms",,,
"8008d000000YDYIAA4","800Pv00000G4sRUIAZ","0068d0000081AhaAAE",,"0018d00000C61fAAAR","012Pv0000021hzSIAQ","a1G4J0000025wsqUAA","Draft","Draft","2022-07-29","2023-07-28","0058d0000034SvqAAE","AST","AST",,,"3.50","1335.00","No Break",,,,,,"0068d0000081AhaAAE","[Quote]","a1G4J0000025wsqUAA","Closed Won","2022-07-29","New","AST","2022-06-28 11:24:21",,"a1G4J0000025wsqUAA","0068d0000081AhaAAE","122486078006","Closed Won","122486078006","0018d00000Eir8zAAB","No Break","012Pv0000027hGnIAI","a1G4J0000025wsqUAA","2023-07-29","2026-07-28","Draft","AST","AST","1","005Nz000000SWONIA4",,,,"6.00","1335.00",,,,,
"8008d000000YDpdAAG","800Pv00000G4vodIAB","0068d000008SlsOAAS",,"0014J00000VvUSGQA3","012Pv0000021hzSIAQ","a1G4J0000025z3hUAA","Draft","Ended","2022-07-20","2023-07-19","0054J000004vXOnQAM","Live Work","Live Work Agreement;Statutory Declaration",,,"4.00","2581.70","Live Work",,"Change Of Sharer Clause 

1. Serena Becker shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause 1.6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. Sophie Evans shall become sole Tenant of the above property and shall assume full responsibility for the rent and all other terms, conditions and obligations detailed within the above Lease.
3. Sophie Evans shall reimburse Serena Becker the proportion of the deposit monies detailed in Clause 1.6 of the above Lease, paid by them, less any agreed offset for damage which may have occurred during the period from the original commencement of the Lease to the commencement of this Lease. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. Sophie Evans shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume full responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created on 20th January 2018.",,,,"0068d000008SlsOAAS","[Quote]","a1G4J0000025z3hUAA","Closed Won","2022-07-20","Renewal","Live Work","2022-07-07 14:53:42",,"a1G4J0000025z3hUAA","0068d000008SlsOAAS","418579009001","Closed Won","418579009001","0018d000004UsnpAAC","Live Work","012Pv0000027hGnIAI","a1G4J0000025z3hUAA","2023-07-20","2024-07-19","Draft","Live Work","Live Work","1","0054J000004vXOnQAM","Live Work Agreement;Statutory Declaration",,,"6.00","2581.70",,"Change Of Sharer Clause 

1. Natalia Pages shall become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Lease.
2. Natalia Pages shall reimburse Sophia Evans the proportion of the deposit monies detailed in Clause 1.6 of the above Lease, paid by them, less any agreed offset for damage which may have occurred during the period from the original commencement of the Lease to the commencement of this Lease. 
3. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
4. Natalia Pages shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created on 20th January 2018.",,,
"8008d000000YETzAAO","800Pv00000Fzu33IAB","0068d000007CdEfAAK",,"0018d00000B33avAAB","012Pv0000021hzSIAQ","a1G4J0000025ztOUAQ","Draft","Ended","2022-07-22","2023-07-21","0054J000004vXPBQA2","AST","AST",,,"4.00","1925.00","No Break",,,,,,"0068d000007CdEfAAK","[Quote]","a1G4J0000025ztOUAQ","Closed Won","2022-07-22","New","AST","2022-06-13 10:42:15",,"a1G4J0000025ztOUAQ","0068d000007CdEfAAK","418637001003","Closed Won","418637001003","0018d00000B3lNoAAJ","2 at 10 to expire at 12","012Pv0000027hGnIAI","a1G4J0000025ztOUAQ","2023-07-21","2025-07-20","Draft","AST","AST","1","0058d000006d5m0AAA","AST",,,"6.00","1925.00",,,,,
"8008d000000YFM7AAO","800Pv00000G4rZhIAJ","0068d000008SluiAAC",,"0018d00000C6w8kAAB","012Pv0000021hzSIAQ","a1G4J0000025yDsUAI","Draft","Ended","2022-07-23","2023-07-22","0054J000005JWtDQAW","AST","AST",,,"4.00","1385.00","No Break",,,,,,"0068d000008SluiAAC","[Quote]","a1G4J0000025yDsUAI","Closed Won","2022-07-23","New","AST","2022-07-07 14:44:05",,"a1G4J0000025yDsUAI","0068d000008SluiAAC","217371090007","Closed Won","217371090007","0018d00000C7OabAAF","No Break","012Pv0000027hGnIAI","a1G4J0000025yDsUAI","2023-07-22","2024-07-21","Draft","AST","AST","1","0058d000006d5m0AAA","AST",,,"6.00","1385.00",,,,,
"8008d000000YC7QAAW","800Pv00000G4rZwIAJ","0068d000006r3FhAAI",,"0018d0000098xrlAAA","012Pv0000021hzSIAQ","a1G4J0000025yGmUAI","Draft","Ended","2022-06-22","2023-06-21","0058d0000020feeAAA","AST","AST",,,"3.50","1365.00","No Break",,,,,,"0068d000006r3FhAAI","[Quote]","a1G4J0000025yGmUAI","Closed Won","2022-06-22","New","AST","2022-06-02 15:39:01",,"a1G4J0000025yGmUAI","0068d000006r3FhAAI","222648097002","Closed Won","222648097002","0018d0000098y5KAAQ","2 at 4 to expire at 6","012Pv0000027hGnIAI","a1G4J0000025yGmUAI","2024-06-22","2025-06-21","Draft","AST","AST","1","0054J000004vXOiQAM","AST",,,"4.00","1365.00",,,,,
"8008d000000YCDOAA4","800Pv00000G54GfIAJ","0068d000007cAkSAAU",,"0014J00000au7KIQAY","012Pv0000021hzSIAQ","a1G4J0000025xm8UAA","Draft","Ended","2022-07-28","2023-07-27","0058d000000la2lAAA","Licence","Parking Licence",,,"6.00","0.00","No Break",,,,,,"0068d000007cAkSAAU","[Quote]","a1G4J0000025xm8UAA","Closed Won","2022-07-28","Renewal","Parking Licence","2022-06-21 10:24:17",,"a1G4J0000025xm8UAA","0068d000007cAkSAAU","222629054005","Closed Won","222629054005","0014J00000au7QfQAI","Renewal 1 month","012Pv0000027hGnIAI","a1G4J0000025xm8UAA","2023-07-28","2024-07-27","Draft","Licence","Licence","1","0058d000006d5m0AAA","Parking Licence",,,"6.00","0.00",,,,,
"8008d000000YCERAA4","800Pv00000G4torIAB","0068d000007HvoJAAS",,"0018d00000B3AQ1AAN","012Pv0000021hzSIAQ","a1G4J0000025yhzUAA","Draft","Ended","2022-06-27","2023-06-26","0054J000005l5ISQAY","AST","AST",,,"4.00","1695.00","No Break",,"Paying 12 month's rent in advance and would like to move in as soon as reference is done as they are in a hotel.",,,,"0068d000007HvoJAAS","[Quote]","a1G4J0000025yhzUAA","Closed Won","2022-06-27","New","AST","2022-06-14 16:24:22",,"a1G4J0000025yhzUAA","0068d000007HvoJAAS","222623088006","Closed Won","222623088006","0018d00000B3ST2AAN","2 at 10 to expire at 12","012Pv0000027hGnIAI","a1G4J0000025yhzUAA","2023-06-27","2024-06-26","Draft","AST","AST","1","0054J000004vXP2QAM","AST",,,"6.00","1695.00",,"Paying 12 month's rent in advance and would like to move in as soon as reference is done as they are in a hotel.",,,
"8008d000000YCMuAAO","800Pv00000FznpAIAR","0068d000006pqRzAAI",,"0018d0000098snAAAQ","012Pv0000021hzSIAQ","a1G4J0000025z4GUAQ","Draft","Ended","2022-07-22","2023-07-21","0054J000004vXOqQAM","AST","AST",,,"3.00","1180.00","No Break",,,,,,"0068d000006pqRzAAI","[Quote]","a1G4J0000025z4GUAQ","Closed Won","2022-07-22","New","AST","2022-06-01 09:49:13",,"a1G4J0000025z4GUAQ","0068d000006pqRzAAI","222579047004","Closed Won","222579047004","0018d0000098suhAAA","2 at 4 to expire at 6","012Pv0000027hGnIAI","a1G4J0000025z4GUAQ","2023-07-22","2024-07-21","Draft","AST","AST","1","0054J000004vXOiQAM","AST",,,"4.00","1180.00",,,,,
"8008d000000YCRfAAO","800Pv00000GEuaBIAT","0068d000007b31pAAA",,"0018d00000B3UaxAAF","012Pv0000021hzSIAQ","a1G4J0000025yJHUAY","Draft","Ended","2022-06-24","2023-06-23","0054J000004vXOaQAM","Non-Housing (Company)","NHA Company Let",,,"3.50","2960.00","No Break",,,,,,"0068d000007b31pAAA","[Quote]","a1G4J0000025yJHUAY","Closed Won","2022-06-24","New","Non-Housing (Company)","2022-06-20 11:01:26",,"a1G4J0000025yJHUAY","0068d000007b31pAAA","222643084002","Closed Won","222643084002","0018d00000C5olxAAB","2 at 10 to expire at 12","012Pv0000027hGnIAI","a1G4J0000025yJHUAY","2023-06-24","2024-06-23","Draft","Non-Housing (Company)","Comp-Let","1","0054J000004vXOiQAM","NHA Company Let",,,"6.00","2960.00",,,,,
"8008d000000YCWQAA4","800Pv00000G4ugsIAB","0068d000007K5UcAAK",,"0018d00000B3GhCAAV","012Pv0000021hzSIAQ","a1G4J0000025yeZUAQ","Activated","Activated","2022-07-13","2024-07-12","0054J000004vXPBQA2","AST","AST",,,"3.50","2050.00","2 at 10 to expire at 12",,,,,,"0068d000007K5UcAAK","[Quote]","a1G4J0000025yeZUAQ","Closed Won","2022-07-13","New","AST","2022-06-16 08:33:42",,"a1G4J0000025yeZUAQ","0068d000007K5UcAAK","317676019007","Closed Won","317676019007","0018d00000B3OXIAA3","2 at 10 to expire at 12","012Pv0000027hGnIAI","a1G4J0000025yeZUAQ","2022-07-13","2024-07-12","Draft","AST","AST","1","0054J000004vXPBQA2","AST",,,"3.50","2050.00",,,,,
"8008d000000YCZFAA4","800Pv00000GEtEOIA1","0068d000007K5yOAAS",,"0018d00000B3HGdAAN","012Pv0000021hzSIAQ","a1G4J0000025x2iUAA","Draft","Ended","2022-07-02","2023-07-01","0054J000005JWtDQAW","AST","AST",,,"4.00","710.00","No Break",,,,,,"0068d000007K5yOAAS","[Quote]","a1G4J0000025x2iUAA","Closed Won","2022-07-02","New","AST","2022-06-16 09:57:03",,"a1G4J0000025x2iUAA","0068d000007K5yOAAS","122528052005","Closed Won","122528052005","0018d00000B3QEnAAN","2 at 10 to expire at 12","012Pv0000027hGnIAI","a1G4J0000025x2iUAA","2023-07-02","2024-07-01","Draft","AST","AST","1","0054J000004vXOiQAM","AST",,,"6.00","710.00",,"Change Of Sharer Clause 

1. Boaventura Gumbe shall cease to be a Tenant of the above property and shall have no claim on the deposit monies held as detailed in Clause B6 of the above Lease which deposit shall continue to be held by Grainger Residential Management Ltd. 
2. N/A shall become a Tenant of the above property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within the above Tenancy Agreement.
3. Mateus Tchilimba  shall reimburse Boaventura Gumbe the proportion of the deposit monies detailed in B.6 of the above Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the original commencement of the Tenancy to the commencement of this Tenancy Agreement. 
4. GRML will have no involvement in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant(s). These matters and the exchange of funds will be resolved between the two parties named in points 1 and 2 above.
5. N/A shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy",,,
"8008d000000YCgpAAG","800Pv00000G4ugtIAB","0068d000007xiKsAAI",,"0014J00000VvToHQAV","012Pv0000021hzSIAQ","a1G4J0000025yeaUAA","Draft","Ended","2022-07-31","2023-07-30","0054J000004vXOiQAM","AST","AST",,,"3.50","1150.00","2 at 4 to expire at 6",,"Change of sharer
a. Amy Kilroe shall cease to be a Tenant of the property and shall have no claim on the deposit monies held as detailed in Clause 2.7 or B.6 of this Tenancy Agreement which deposit shall continue to be held by Grainger Residential Management Ltd.  
b. N/A shall become a Tenant of the property and shall assume joint and several responsibility for the rent and all other terms, conditions and obligations detailed within this Tenancy Agreement.
c. Christopher Murphy & Daniel Marston shall reimburse Amy Kilroe a proportion of the deposit monies detailed in Clause 2.7 or B.6 of this Tenancy Agreement paid by them less any agreed offset for damage which may have occurred during the period from the commencement of the Tenancy the commencement of this Assignment. 
d. N/A shall accept the Inventory Check-In Report effected at the commencement of the Tenancy and assume joint and several responsibility for all and any damage (save for fair wear and tear) to the Property or its fixtures and furniture with effect from the commencement of that Tenancy created.
e. GRML will not be involved in the settlement of the outgoing tenants deposit or any issues regarding the current condition of the property with the incoming tenant. These matters and the exchange of funds will be resolved between the two parties named in points 1A and 1B above.",,,,"0068d000007xiKsAAI","[Quote]","a1G4J0000025yeaUAA","Closed Won","2022-07-31","Renewal","AST","2022-06-25 13:53:39",,"a1G4J0000025yeaUAA","0068d000007xiKsAAI","222580115001","Closed Won","222580115001","0014J00000VvQN0QAN","2 at 4 to expire at 6","012Pv0000027hGnIAI","a1G4J0000025yeaUAA","2023-07-30","2024-07-29","Draft","AST","AST","1","0058d0000034SvqAAE","AST",,,"6.00","1150.00",,,,,
