id,Tenancy__r:Contract:PMS_Reference__C,_pms_reference__c
006Nz000006ZqwLIAS,107659001005,107659001005
006Nz00000Ns99EIAR,107683001003,107683001003
006Nz00000BdMIVIA3,107691001006,107691001006
006Nz0000084qQ1IAI,107702002004,107702002004
006Nz000007bEETIA2,107702004004,107702004004
006Nz000006UQT5IAO,107702005002,107702005002
006Nz00000QMKPNIA5,107703005002,107703005002
006Nz000007f4LNIAY,107726006003,107726006003
006Nz000007c0kXIAQ,107727001002,107727001002
006Nz000009ZtxJIAS,107801001004,107801001004
006Nz0000084qcwIAA,107834001003,107834001003
006Nz000007wuIjIAI,107847001006,107847001006
006Nz000007x5PTIAY,107867001004,107867001004
006Nz00000LKwWoIAL,107983006002,107983006002
006Nz00000BcsHBIAZ,108045007005,108045007005
006Nz000009EvESIA0,108045014003,108045014003
006Nz00000RsE4sIAF,108045018004,108045018004
006Nz00000LKbc7IAD,108619008003,108619008003
006Nz000006ZsIDIA0,108620015003,108620015003
006Nz00000Rz6VaIAJ,108641001002,108641001002
006Nz00000RVGqYIAX,108762001002,108762001002
006Nz00000PWIRnIAP,109191001004,109191001004
006Nz00000ChbtRIAR,109788044004,109788044004
006Nz00000RIzgcIAD,109952028001,109952028001
006Nz00000TQjYmIAL,109956008002,109956008002
006Nz00000D11p2IAB,109989007002,109989007002
006Nz00000Ndqj4IAB,109989014002,109989014002
006Nz00000B0n2PIAR,109989028002,109989028002
006Nz00000PIywzIAD,109989039002,109989039002
006Nz00000TVHqHIAX,109989094002,109989094002
006Nz00000TNorWIAT,109989100002,109989100002
006Nz00000PMltAIAT,109989103002,109989103002
006Nz00000QCzK7IAL,110030058004,110030058004
006Nz00000U9kVOIAZ,110030076003,110030076003
006Nz00000K0GnhIAF,110030078003,110030078003
006Nz00000CheksIAB,110030149004,110030149004
006Nz00000RByPVIA1,110038004006,110038004006
006Nz00000TNmzMIAT,110076001006,110076001006
006Nz00000TNuLmIAL,110097009002,110097009002
006Nz000006ZsQJIA0,110163001001,110163001001
006Nz00000Opv4uIAB,110478001002,110478001002
006Nz00000QYog9IAD,110481001003,110481001003
006Nz000006ZvSzIAK,110489001003,110489001003
006Nz000009Wpn0IAC,110500001002,110500001002
006Nz00000Cp7N8IAJ,110517001004,110517001004
006Nz000007x71UIAQ,110522001003,110522001003
006Nz000007xE7nIAE,110531001002,110531001002
006Nz0000082Ns0IAE,110538001004,110538001004
006Nz00000AIjH6IAL,110541001003,110541001003
006Nz00000LNmuIIAT,110544001001,110544001001
006Nz0000082brhIAA,110552001003,110552001003
006Nz00000TNXllIAH,110571001002,110571001002
006Nz00000NnlerIAB,110594001002,110594001002
006Nz000008jU0XIAU,110606001002,110606001002
006Nz000008F66vIAC,110655001003,110655001003
006Nz000006ZyqfIAC,110656001002,110656001002
006Nz000005n5N6IAI,110665001003,110665001003
006Nz000006ZoGIIA0,110669001002,110669001002
006Nz000009EqETIA0,110679001003,110679001003
006Nz000007wMgtIAE,110681001004,110681001004
006Nz000007z4ViIAI,110687001003,110687001003
006Nz000008C1IQIA0,110698001002,110698001002
006Nz00000A1FYkIAN,110699001003,110699001003
006Nz00000RUk4HIAT,110710001002,110710001002
006Nz000009VpFcIAK,110712001002,110712001002
006Nz0000094lUeIAI,110720001003,110720001003
006Nz000006Zzl7IAC,110722001003,110722001003
006Nz00000G7BnFIAV,110744001003,110744001003
006Nz000006ZveJIAS,110781001003,110781001003
006Nz00000LwFXGIA3,110791001004,110791001004
006Nz00000JB429IAD,110798001004,110798001004
006Nz00000D0gavIAB,110805001003,110805001003
006Nz000006a0m1IAA,110806001003,110806001003
006Nz000007dzsSIAQ,110822001003,110822001003
006Nz000007Aj7xIAC,110823001003,110823001003
006Nz000006ZvT2IAK,110832001003,110832001003
006Nz000008YrbaIAC,110844001003,110844001003
006Nz000006ZsdGIAS,110855001003,110855001003
006Nz00000AIkOUIA1,110858001003,110858001003
006Nz000006Zr1DIAS,110875001003,110875001003
006Nz000007dhsMIAQ,110890001003,110890001003
006Nz00000CvIsaIAF,110911001003,110911001003
006Nz000007dtBwIAI,110913001004,110913001004
006Nz000006a4jBIAQ,110915001004,110915001004
006Nz00000BcgskIAB,110927001002,110927001002
006Nz00000QsRYwIAN,110942001003,110942001003
006Nz00000Qm6KJIAZ,110956001002,110956001002
006Nz00000PxtenIAB,110961001005,110961001005
006Nz000006a0MGIAY,110969001003,110969001003
006Nz00000RfZBxIAN,110970001003,110970001003
006Nz000006a6wHIAQ,110972001003,110972001003
006Nz000008kzjwIAA,111004001002,111004001002
006Nz0000093WvzIAE,111031001002,111031001002
006Nz000008G4kbIAC,111051001002,111051001002
006Nz00000BcttDIAR,111095001003,111095001003
006Nz0000082buwIAA,111112001002,111112001002
006Nz00000M7XqfIAF,111121001005,111121001005
006Nz00000Lwg4TIAR,111138001002,111138001002
006Nz000009Zq51IAC,111143001003,111143001003
006Nz00000Rz3UYIAZ,111145001003,111145001003
006Nz00000AnubHIAR,111147001002,111147001002
006Nz00000EzXILIA3,111160001003,111160001003
006Nz00000OCTwTIAX,111169001003,111169001003
006Nz00000JAyhcIAD,111178001003,111178001003
006Nz00000Nyh6TIAR,111193001002,111193001002
006Nz00000Bd5j4IAB,111206001003,111206001003
006Nz000006aD9mIAE,111261001002,111261001002
006Nz000006aELxIAM,111276001003,111276001003
006Nz000006aFptIAE,111308001002,111308001002
006Nz000007B4dmIAC,111364001003,111364001003
006Nz000006aCdWIAU,111826001003,111826001003
006Nz00000TNlX1IAL,111835001003,111835001003
006Nz00000OppxBIAR,111842001003,111842001003
006Nz00000DB0ejIAD,111867007006,111867007006
006Nz00000N16e3IAB,111867008006,111867008006
006Nz000005phg0IAA,111867012005,111867012005
006Nz000008VLWcIAO,111867043005,111867043005
006Nz00000LNoEcIAL,111867059003,111867059003
006Nz00000BJug6IAD,111867062004,111867062004
006Nz00000LNo3LIAT,111867090003,111867090003
006Nz00000E1lT3IAJ,111867103007,111867103007
006Nz000006xePOIAY,111867110004,111867110004
006Nz00000RGcxpIAD,111867114003,111867114003
006Nz00000DAiziIAD,111867120005,111867120005
006Nz00000RboXnIAJ,111867130003,111867130003
006Nz00000QYoY9IAL,111867139003,111867139003
006Nz00000AaVltIAF,111867149003,111867149003
006Nz00000SlGHNIA3,111867169004,111867169004
006Nz000006alLAIAY,111867190004,111867190004
006Nz00000SWyddIAD,111867193003,111867193003
006Nz00000OppvVIAR,111867202004,111867202004
006Nz00000AqQ3uIAF,111867209005,111867209005
006Nz000009PUH9IAO,111867210004,111867210004
006Nz00000Ai1NdIAJ,111868013004,111868013004
006Nz00000LO5QgIAL,111868022003,111868022003
006Nz00000RUfSpIAL,111868026004,111868026004
006Nz000005pnv3IAA,111868030005,111868030005
006Nz00000D0d8OIAR,111868032006,111868032006
006Nz000008Yq7gIAC,111868034004,111868034004
006Nz000006rbsaIAA,111868035005,111868035005
006Nz00000ATDsAIAX,111868046003,111868046003
006Nz00000Sg95CIAR,111868050003,111868050003
006Nz00000R8FbqIAF,111868074003,111868074003
006Nz00000RXojUIAT,111868076004,111868076004
006Nz00000Rs2JpIAJ,111868105005,111868105005
006Nz00000ApkW7IAJ,111868106005,111868106005
006Nz00000LOWp3IAH,111868108005,111868108005
006Nz000008VvBuIAK,111868112004,111868112004
006Nz00000KplatIAB,111868123005,111868123005
006Nz00000TO5FZIA1,111868138004,111868138004
006Nz000006d7cUIAQ,111868141004,111868141004
006Nz00000Et5yIIAR,111868143005,111868143005
006Nz00000MPeXCIA1,111868149004,111868149004
006Nz00000TfOiQIAV,111868159004,111868159004
006Nz00000H1h4PIAR,111868175006,111868175006
006Nz00000Nb4gvIAB,111868182003,111868182003
006Nz00000BcIQcIAN,111868191004,111868191004
006Nz00000BcHxbIAF,111868192003,111868192003
006Nz000009PbDhIAK,111868197004,111868197004
006Nz00000Rz8IuIAJ,111868216003,111868216003
006Nz000007x8C7IAI,111868226004,111868226004
006Nz00000ILa7qIAD,111868236005,111868236005
006Nz00000BTZlgIAH,111868238004,111868238004
006Nz00000SWeBwIAL,111868240003,111868240003
006Nz00000QYenHIAT,111889001004,111889001004
006Nz000006ayqDIAQ,111892001007,111892001007
006Nz00000U1MTWIA3,112179001001,112179001001
006Nz00000BKF6HIAX,112228001005,112228001005
006Nz00000ChIqpIAF,112264001005,112264001005
006Nz00000L3W7gIAF,112264001005,112264001005
006Nz00000EbUezIAF,112267001004,112267001004
006Nz00000BTZDmIAP,112275002004,112275002004
006Nz00000U5ZLfIAN,112288001007,112288001007
006Nz00000Bc5F3IAJ,112298001004,112298001004
006Nz00000T7RSdIAN,112310001003,112310001003
006Nz00000TV7R8IAL,112311002004,112311002004
006Nz00000ASB7iIAH,112312002004,112312002004
006Nz00000QWWaTIAX,112353001006,112353001006
006Nz00000DegPFIAZ,112360001004,112360001004
006Nz00000QWTj3IAH,112369002003,112369002003
006Nz00000R4gKZIAZ,112381001004,112381001004
006Nz00000EJ0CNIA1,112403002004,112403002004
006Nz00000RaX2kIAF,112408001003,112408001003
006Nz00000BgaVNIAZ,112416002003,112416002003
006Nz00000LnaZUIAZ,112417001002,112417001002
006Nz00000CEkH3IAL,112418001003,112418001003
006Nz00000L52t7IAB,112450002004,112450002004
006Nz00000EVMp0IAH,112464001005,112464001005
006Nz00000NslzGIAR,112482002008,112482002008
006Nz00000LhHvxIAF,112483001005,112483001005
006Nz00000Nh30eIAB,112506001004,112506001004
006Nz00000BgipVIAR,112509002003,112509002003
006Nz00000Q8gZTIAZ,112525009003,112525009003
006Nz00000A5wqTIAR,112598001003,112598001003
006Nz00000LwwfXIAR,112625001003,112625001003
006Nz00000QCdbKIAT,112626001003,112626001003
006Nz000008YHjPIAW,112627001005,112627001005
006Nz00000PzREcIAN,112637001004,112637001004
006Nz00000T9ESsIAN,112729002007,112729002007
006Nz00000CqX2hIAF,112738001002,112738001002
006Nz00000OISXxIAP,112825001004,112825001004
006Nz00000PJWCJIA5,112839002002,112839002002
006Nz00000LniP7IAJ,112850001004,112850001004
006Nz00000EtbV8IAJ,112872001003,112872001003
006Nz00000Aq1v7IAB,112873002005,112873002005
006Nz00000TqSM6IAN,112877002004,112877002004
006Nz000009MwYAIA0,112900001005,112900001005
006Nz00000NdSnDIAV,112914002003,112914002003
006Nz00000TV981IAD,113516001003,113516001003
006Nz00000Rh7JhIAJ,113525001006,113525001006
006Nz00000QLloGIAT,113538002006,113538002006
006Nz000008Ic8hIAC,113561001001,113561001001
006Nz00000QD9UjIAL,113566001004,113566001004
006Nz00000LniWwIAJ,113567002004,113567002004
006Nz00000Sn4tZIAR,113569001003,113569001003
006Nz00000Oz9zqIAB,113574001002,113574001002
006Nz00000CXdVCIA1,113576001003,113576001003
006Nz00000Bg9dFIAR,113589001004,113589001004
006Nz00000TVDWYIA5,113626002002,113626002002
006Nz00000SjEptIAF,113644001004,113644001004
006Nz00000DSshEIAT,113652001006,113652001006
006Nz00000NyiovIAB,113656002003,113656002003
006Nz00000TXIOvIAP,113657002003,113657002003
006Nz00000PMQf2IAH,113671001004,113671001004
006Nz00000NgThvIAF,113687001007,113687001007
006Nz00000LoRnJIAV,113707032003,113707032003
006Nz00000LwomoIAB,113707034004,113707034004
006Nz00000AltjFIAR,113715002007,113715002007
006Nz00000L3W7mIAF,113715002007,113715002007
006Nz000009clLjIAI,113738001002,113738001002
006Nz00000U6GlcIAF,113821001004,113821001004
006Nz00000G0KSGIA3,113823001004,113823001004
006Nz00000T4AuXIAV,113841001003,113841001003
006Nz00000T7HUuIAN,113844001004,113844001004
006Nz00000QzrBkIAJ,113883001002,113883001002
006Nz00000SYucQIAT,113894001003,113894001003
006Nz00000E7Le0IAF,113894002003,113894002003
006Nz00000E7OQhIAN,113894004003,113894004003
006Nz00000L5WsuIAF,113950001002,113950001002
006Nz000007dkrqIAA,114033001003,114033001003
006Nz00000EVURaIAP,114054003002,114054003002
006Nz000007P9aNIAS,114055001004,114055001004
006Nz00000OQdskIAD,114057002003,114057002003
006Nz000009yCHOIA2,114063001003,114063001003
006Nz000009yR8DIAU,114063002003,114063002003
006Nz000009ok5jIAA,114069001003,114069001003
006Nz00000U62ypIAB,114085001005,114085001005
006Nz000008zKYJIA2,114088001004,114088001004
006Nz00000U6cSjIAJ,114152001002,114152001002
006Nz00000RFwqaIAD,114342001004,114342001004
006Nz00000DbrE3IAJ,114351001002,114351001002
006Nz00000TODEkIAP,114510001007,114510001007
006Nz000009N9n1IAC,114512001002,114512001002
006Nz000007vYvSIAU,114635002004,114635002004
006Nz000006uzN9IAI,114646001005,114646001005
006Nz00000L5OvGIAV,114651001007,114651001007
006Nz00000Qrhr3IAB,114656002005,114656002005
006Nz00000LrJBhIAN,114705002004,114705002004
006Nz00000Ndpa6IAB,114756002003,114756002003
006Nz00000PkKIHIA3,114780001003,114780001003
006Nz00000KXQBWIA5,114805001002,114805001002
006Nz000008XgdPIAS,114836002004,114836002004
006Nz00000BJnwNIAT,114864001002,114864001002
006Nz00000TPq7bIAD,114891001003,114891001003
006Nz00000A5yaVIAR,114892002002,114892002002
006Nz00000QF8RPIA1,114921001002,114921001002
006Nz00000TSLFJIA5,114999001003,114999001003
006Nz0000091AHxIAM,115110001003,115110001003
006Nz000007hj4NIAQ,115170001002,115170001002
006Nz00000HcfGYIAZ,115243002001,115243002001
006Nz00000RIk01IAD,115243003003,115243003003
006Nz00000RnuJFIAZ,115243004001,115243004001
006Nz00000RnjPTIAZ,115243005001,115243005001
006Nz00000RnnZXIAZ,115243006001,115243006001
006Nz0000084fhaIAA,115243007001,115243007001
006Nz00000A6CwqIAF,115243008004,115243008004
006Nz000007wmugIAA,115243009001,115243009001
006Nz00000Rnkv4IAB,115243010001,115243010001
006Nz000007td7xIAA,115243011002,115243011002
006Nz00000RnwCzIAJ,115243012001,115243012001
006Nz00000GxMGGIA3,115243013001,115243013001
006Nz00000TSLX3IAP,115274001005,115274001005
006Nz00000SpYFeIAN,115368001005,115368001005
006Nz00000DntTnIAJ,115370001004,115370001004
006Nz00000G88bwIAB,115378001002,115378001002
006Nz00000CbBTqIAN,115401002002,115401002002
006Nz00000TK736IAD,115433002004,115433002004
006Nz00000QFJ9tIAH,115441001003,115441001003
006Nz00000TfLURIA3,115453002002,115453002002
006Nz00000GY9FpIAL,115455001002,115455001002
006Nz000009Ju4ZIAS,115520001003,115520001003
006Nz00000L5SXTIA3,115528001005,115528001005
006Nz00000PcINKIA3,115528001005,115528001005
006Nz00000TlLzZIAV,115572002002,115572002002
006Nz00000O6NKJIA3,115589001003,115589001003
006Nz00000ADhYAIA1,115589002003,115589002003
006Nz00000CUx8hIAD,115611002003,115611002003
006Nz000007vgo6IAA,115624001002,115624001002
006Nz0000073FD0IAM,115625002003,115625002003
006Nz0000084i7aIAA,115635002003,115635002003
006Nz00000MAi4oIAD,115637001004,115637001004
006Nz00000BXCs8IAH,115645001004,115645001004
006Nz00000BgJJHIA3,115658002004,115658002004
006Nz00000U71z0IAB,115667001002,115667001002
006Nz00000PkkvtIAB,115669001002,115669001002
006Nz00000OPsqdIAD,115747002002,115747002002
006Nz00000TpBNKIA3,115777001004,115777001004
006Nz00000TqeofIAB,115777002005,115777002005
006Nz00000G0drTIAR,115778001003,115778001003
006Nz00000G8SsPIAV,115903001003,115903001003
006Nz00000H1hPNIAZ,115952001002,115952001002
006Nz00000FBA0NIAX,115960001004,115960001004
006Nz00000AjC2VIAV,115974001003,115974001003
006Nz00000TJdhkIAD,115975001003,115975001003
006Nz00000QIpy4IAD,116081001003,116081001003
006Nz00000JYcvyIAD,116081002004,116081002004
006Nz00000QFTXQIA5,116098001003,116098001003
006Nz00000QsuhVIAR,116098002002,116098002002
006Nz00000F94WnIAJ,116170002004,116170002004
006Nz00000CDDtNIAX,122045005003,122045005003
006Nz00000J26WJIAZ,122168002004,122168002004
006Nz00000MHuNoIAL,122168002004,122168002004
006Nz000006TmYsIAK,122470001002,122470001002
006Nz00000IeiJLIAZ,122486007006,122486007006
006Nz00000PMEkKIAX,122486007006,122486007006
006Nz00000BMMlEIAX,122486008009,122486008009
006Nz00000QBiBoIAL,122486008009,122486008009
006Nz00000Bw9r0IAB,122486009005,122486009005
006Nz00000LpsvCIAR,122486009005,122486009005
006Nz00000AVRarIAH,122486016007,122486016007
006Nz00000QnvmFIAR,122486016007,122486016007
006Nz00000DMoLFIA1,122486017006,122486017006
006Nz00000TBSzaIAH,122486017006,122486017006
006Nz000008lDziIAE,122486018003,122486018003
006Nz000009xbV7IAI,122486018003,122486018003
006Nz00000N5gJEIAZ,122486018003,122486018003
006Nz000004wNoMIAU,122486020007,122486020007
006Nz00000KAYsxIAH,122486020007,122486020007
006Nz00000GeWhcIAF,122486021006,122486021006
006Nz00000PADC5IAP,122486021006,122486021006
006Nz00000En2NDIAZ,122486023008,122486023008
006Nz00000EZApGIAX,122486024006,122486024006
006Nz00000KMTkeIAH,122486024006,122486024006
006Nz000007k262IAA,122486026004,122486026004
006Nz00000D4vWUIAZ,122486026004,122486026004
006Nz00000EMORrIAP,122486026004,122486026004
006Nz00000EXWdqIAH,122486029008,122486029008
006Nz000004Ws9RIAS,122486031007,122486031007
006Nz000006r1CMIAY,122486031007,122486031007
006Nz00000IlHayIAF,122486031007,122486031007
006Nz000007uQwgIAE,122486032007,122486032007
006Nz00000DNIo2IAH,122486032007,122486032007
006Nz000007u3GyIAI,122486033008,122486033008
006Nz000009IiGtIAK,122486033008,122486033008
006Nz00000Dc6S4IAJ,122486033008,122486033008
006Nz00000QDStxIAH,122486035005,122486035005
006Nz000007t8FVIAY,122486040007,122486040007
006Nz000009ajEMIAY,122486040007,122486040007
006Nz00000Dc9xGIAR,122486040007,122486040007
006Nz00000MzpsEIAR,122486040007,122486040007
006Nz000006xrL7IAI,122486041007,122486041007
006Nz00000KpAptIAF,122486041007,122486041007
006Nz00000N97wIIAR,122486044009,122486044009
006Nz00000TbbpaIAB,122486044009,122486044009
006Nz00000Cm0LNIAZ,122486049009,122486049009
006Nz00000EmLzzIAF,122486053009,122486053009
006Nz00000Lwz8pIAB,122486053009,122486053009
006Nz00000Ta8UcIAJ,122486053009,122486053009
006Nz00000DcGigIAF,122486056009,122486056009
006Nz00000EUFdQIAX,122486056009,122486056009
006Nz00000SzODVIA3,122486056009,122486056009
006Nz00000DJd32IAD,122486060003,122486060003
006Nz00000SrFFKIA3,122486060003,122486060003
006Nz000007yUM0IAM,122486061005,122486061005
006Nz00000MBggzIAD,122486061005,122486061005
006Nz00000KtWoXIAV,122486062007,122486062007
006Nz00000ScsiXIAR,122486062007,122486062007
006Nz00000F8xQUIAZ,122486064004,122486064004
006Nz00000DJX2RIAX,122486065005,122486065005
006Nz000009ULEnIAO,122486070006,122486070006
006Nz00000JzRdCIAV,122486070006,122486070006
006Nz00000LxAaLIAV,122486070006,122486070006
006Nz00000OZ153IAD,122486070006,122486070006
006Nz00000GxxAyIAJ,122486072010,122486072010
006Nz00000PTasvIAD,122486073007,122486073007
006Nz000007RzwHIAS,122486075004,122486075004
006Nz00000CCGWkIAP,122486075004,122486075004
006Nz00000M5wxxIAB,122486075004,122486075004
006Nz00000U4x6lIAB,122486075004,122486075004
006Nz000005jtqLIAQ,122486077004,122486077004
006Nz00000IlKdeIAF,122486077004,122486077004
006Nz00000Chra1IAB,122486078007,122486078007
006Nz00000QlO37IAF,122486084006,122486084006
006Nz00000SrGOLIA3,122486084006,122486084006
006Nz00000MPa0RIAT,122486085005,122486085005
006Nz00000JRwctIAD,122486091006,122486091006
006Nz00000H1ByxIAF,122486092007,122486092007
006Nz00000GMj2EIAT,122486093007,122486093007
006Nz00000DU2szIAD,122486095007,122486095007
006Nz000006EgoqIAC,122486097003,122486097003
006Nz00000BBwpRIAT,122486097003,122486097003
006Nz00000LZxScIAL,122486097003,122486097003
006Nz00000BtLOrIAN,122486098006,122486098006
006Nz00000D3os2IAB,122486098006,122486098006
006Nz00000MOy1aIAD,122486098006,122486098006
006Nz00000ST09OIAT,122486098006,122486098006
006Nz000009tg4gIAA,122486099005,122486099005
006Nz00000GuNghIAF,122486099005,122486099005
006Nz00000PaXrxIAF,122486102006,122486102006
006Nz00000J7zexIAB,122486104003,122486104003
006Nz000007LyQDIA0,122486106005,122486106005
006Nz00000LpommIAB,122486106005,122486106005
006Nz00000O5OC0IAN,122486107007,122486107007
006Nz00000Kx1iwIAB,122486110006,122486110006
006Nz00000SphMBIAZ,122486112008,122486112008
006Nz00000NczzhIAB,122487002002,122487002002
006Nz000009JgjBIAS,122564001004,122564001004
006Nz00000DCm8OIAT,122564001004,122564001004
006Nz00000NEWsfIAH,122564001004,122564001004
006Nz00000B5bNGIAZ,122586001009,122586001009
006Nz00000PVdF0IAL,122586001009,122586001009
006Nz000006vCqgIAE,122586002005,122586002005
006Nz00000Dj8egIAB,122586002005,122586002005
