"id","tenancy__c","opportunity__c","pms_reference__c","accountid","recordtypeid","unit__c","status","tenancy_status__c","startdate","enddate","ownerid","agreement_type__c","document_type__c","memorandum_of_agreement_date__c","actual_move_out_date__c","uplift_percentage__c","security_deposit_amount__c","break_clause__c","special_clauses__c","special_clause_free_text__c","vehicle_make__c","vehicle_model__c","vehicle_registration__c"
"8004J000000BbVlQAK",,"0064J00000DIcYaQAL",,"0014J00000W2SMEQA3","012Nz0000050AZCIA2","a1G4J0000025tT6UAI","Draft","Draft","2021-04-07","2023-04-06","0054J000004vV6kQAE","AST","AST;Prescribed Information",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BbY1QAK",,"0064J00000DIe0fQAD",,"0014J00000VvTCRQA3","012Nz0000050AZCIA2","a1G4J0000025ytBUAQ","Draft","Draft","2021-04-22","2021-10-21","0054J000004vXOiQAM","AST","AST",,,,,"No Break",,,,,
"8004J000000BbYuQAK",,"0064J00000DHZy2QAH",,"0014J00000W4zcgQAB","012Nz0000050AZCIA2","a1G4J0000025wz5UAA","Draft","Draft","2021-04-01","2021-09-30","0054J000004vXPGQA2","AST","AST",,,,,"No Break",,,,,
"8004J000000BbZiQAK",,"0064J00000DHbYWQA1",,"0014J00000W571YQAR","012Nz0000050AZCIA2","a1G4J0000025wnHUAQ","Draft","Draft","2021-03-01","2022-02-28","0054J000004vXPGQA2","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BcWQQA0",,"0064J00000DJ3hVQAT",,"0014J00000VvSF4QAN","012Nz0000050AZCIA2","a1G4J0000025xdCUAQ","Draft","Draft","2021-04-30","2023-04-29","0054J000004vXP2QAM","AST","AST",,,,,"2 at 10 to expire at 12",,,,,
"8004J000000BcY2QAK",,"0064J00000DGuhKQAT",,"0014J00000W32GwQAJ","012Nz0000050AZCIA2","a1G4J0000025z2IUAQ","Draft","Draft","2021-04-12","2022-04-11","0054J000004vXPGQA2","AST","AST",,,,,"No Break",,,,,
"8004J000000BcZ0QAK",,"0064J00000DHGO6QAP",,"0014J00000W4EpdQAF","012Nz0000050AZCIA2","a1G4J0000025z7rUAA","Draft","Draft","2021-04-21","2022-04-20","0054J000004vXPGQA2","AST","AST",,,,,"No Break",,,,,
"8004J000000BcbLQAS",,"0064J00000DIdjKQAT",,"0014J00000WfUSKQA3","012Nz0000050AZCIA2","a1G4J0000025zL2UAI","Draft","Draft","2021-04-09","2022-04-08","0054J000004vXPGQA2","AST","AST",,,,,"No Break",,,,,
"8004J000000Bcc9QAC",,"0064J00000DHyTHQA1",,"0014J00000WdWCVQA3","012Nz0000050AZCIA2","a1G4J0000025zpRUAQ","Draft","Draft","2021-04-11","2022-04-10","0054J000004vXPGQA2","AST","AST",,,,,"No Break",,"7 weeks rent free",,,
"8004J000000BccOQAS",,"0064J00000DJDhHQAX",,"0014J00000VvSJ2QAN","012Nz0000050AZCIA2","a1G4J0000025xzjUAA","Draft","Draft","2021-06-12","2022-06-11","0054J000004vXOiQAM","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000Bcd2QAC",,"0064J00000DJ3hVQAT",,"0014J00000VvSF4QAN","012Nz0000050AZCIA2","a1G4J0000025xdCUAQ","Draft","Draft","2021-04-30","2023-04-29","0054J000004vXP2QAM","AST","AST",,,,,"2 at 10 to expire at 12",,,,,
"8004J000000BcdlQAC",,"0064J00000DJ3hVQAT",,"0014J00000VvSF4QAN","012Nz0000050AZCIA2","a1G4J0000025xdCUAQ","Draft","Draft","2021-04-30","2023-04-29","0054J000004vXP2QAM","AST","AST",,,,,"2 at 10 to expire at 12",,,,,
"8004J000000BcdqQAC",,"0064J00000DHyTHQA1",,"0014J00000WdWCVQA3","012Nz0000050AZCIA2","a1G4J0000025zpRUAQ","Draft","Draft","2021-04-11","2022-04-10","0054J000004vXPGQA2","AST","AST",,,,,"No Break",,"7 weeks rent free",,,
"8004J000000BceZQAS",,"0064J00000DIdjKQAT",,"0014J00000WfUSKQA3","012Nz0000050AZCIA2","a1G4J0000025zL2UAI","Draft","Draft","2021-04-09","2022-04-08","0054J000004vXPGQA2","AST","AST",,,,,"No Break",,,,,
"8004J000000BchEQAS",,"0064J00000DJ3n9QAD",,"0014J00000VvRATQA3","012Nz0000050AZCIA2","a1G4J0000025x6fUAA","Draft","Draft","2021-05-23","2022-05-22","0054J000004vXOnQAM","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BciHQAS",,"0064J00000DGuhKQAT",,"0014J00000W32GwQAJ","012Nz0000050AZCIA2","a1G4J0000025z2IUAQ","Draft","Draft","2021-04-12","2022-04-11","0054J000004vXPGQA2","AST","AST",,,,,"No Break",,,,,
"8004J000000BcjKQAS",,"0064J00000DJ4kVQAT",,"0014J00000VvSdxQAF","012Nz0000050AZCIA2","a1G4J0000025xmqUAA","Draft","Draft","2021-06-01","2022-05-31","0054J000004vXOnQAM","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BcjUQAS",,"0064J00000DqzipQAB",,"0014J00000VvUlfQAF","012Nz0000050AZCIA2","a1G4J0000025zqTUAQ","Draft","Draft","2021-04-18","2022-04-17","0054J000004vXP2QAM","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000Bck3QAC",,"0064J00000DJ4PIQA1",,"0014J00000WphG1QAJ","012Nz0000050AZCIA2","a1G4J0000025xDzUAI","Draft","Draft","2021-04-16","2022-04-15","0054J000004vXPGQA2","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000Bcl1QAC",,"0064J00000DIRSFQA5",,"0014J00000VvSCAQA3","012Nz0000050AZCIA2","a1G4J0000025xOIUAY","Draft","Draft","2021-04-09","2022-04-08","0054J000005l5ISQAY","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BclaQAC",,"0064J00000DHRDLQA5",,"0014J00000W4gNaQAJ","012Nz0000050AZCIA2","a1G4J0000025xgoUAA","Draft","Draft","2021-04-15","2022-04-14","0054J000005l5ISQAY","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BclpQAC",,"0064J00000DIRSFQA5",,"0014J00000VvSCAQA3","012Nz0000050AZCIA2","a1G4J0000025xOIUAY","Draft","Draft","2021-04-16","2022-04-15","0054J000004vXPGQA2","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BclzQAC",,"0064J00000DIRSFQA5",,"0014J00000VvSCAQA3","012Nz0000050AZCIA2","a1G4J0000025xOIUAY","Draft","Draft","2021-04-16","2022-04-15","0054J000004vXPGQA2","AST","AST",,,,,"2 at 4 to expire at 6",,"The Landlord agrees to give Parking Bay 6 free to Mr Greer for duration of tenancy plus a rent incentive of £750.00",,,
"8004J000000BcmOQAS",,"0064J00000Dr6RRQAZ",,"0014J00000VvQzNQAV","012Nz0000050AZCIA2","a1G4J0000025wuGUAQ","Draft","Draft","2021-04-22","2022-04-21","0054J000004vXOnQAM","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BcmTQAS",,"0064J00000DHR8aQAH",,"0014J00000W4fw0QAB","012Nz0000050AZCIA2","a1G4J0000025xlfUAA","Draft","Draft","2021-05-04","2021-11-03","0054J000004vXPGQA2","AST","AST",,,,,"No Break","Water re-charge Clause",,,,
"8004J000000BcmsQAC",,"0064J00000DJK1fQAH",,"0014J00000VvR9bQAF","012Nz0000050AZCIA2","a1G4J0000025wk2UAA","Draft","Draft","2021-06-01","2024-05-31","0054J000004vXOiQAM","AST","AST",,,,,"2 at 10 to expire at 12",,,,,
"8004J000000BcnCQAS",,"0064J00000Dr7DaQAJ",,"0014J00000VvRMHQA3","012Nz0000050AZCIA2","a1G4J0000025wr0UAA","Draft","Draft","2021-05-07","2023-05-06","0054J000004vXOiQAM","AST","AST",,,,,"Halfway on an 24",,,,,
"8004J000000BcnRQAS",,"0064J00000DrCunQAF",,"0014J00000VvQxUQAV","012Nz0000050AZCIA2","a1G4J0000025wyRUAQ","Draft","Draft","2021-05-06","2022-05-05","0054J000004vXOiQAM","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BcoKQAS",,"0064J00000DrEhtQAF",,"0014J00000VvRCRQA3","012Nz0000050AZCIA2","a1G4J0000025w5UUAQ","Draft","Draft","2021-05-09","2022-05-08","0054J000004vXOiQAM","AST","AST",,,,,"2 at 4 to expire at 6","Water re-charge Clause","Electricity Charge

For any Premises without a separate or individual electricity meter, you agree to pay a reasonable proportion of the total charge as shall be determined by us. Such annual sum is to be split into monthly instalments and paid during the tenancy term by the same method and on the same dates as the Rent is paid under the terms of this Agreement. For the avoidance of doubt, this sum is an amount which must be paid in addition to the Rent. We reserve the right to increase or decrease the payments required under this clause in the event that there are any changes to the electricity charge. If we decide to do this, we will serve you with 30 days written notice of our decision and you agree to pay the new amount from the next date upon which the rent is due after 30 days written notice has been served upon you",,,
"8004J000000BcoPQAS",,"0064J00000DrEl2QAF",,"0014J00000VvQztQAF","012Nz0000050AZCIA2","a1G4J0000025wQhUAI","Draft","Draft","2021-05-20","2022-05-19","0054J000004vXOiQAM","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BcqQQAS",,"0064J00000DqzzRQAR",,"0014J00000WrNWnQAN","012Nz0000050AZCIA2","a1G4J0000025zY7UAI","Draft","Draft","2021-04-17","2022-04-16","0054J000004vXOqQAM","AST","AST",,,,,"No Break",,"Tenant has 8.66 weeks rent free that will cover the apportionment for April, all of the rent for May and £806.57 of June's rent.",,,
"8004J000000BcqfQAC",,"0064J00000DrKGWQA3",,"0014J00000VvUFpQAN","012Nz0000050AZCIA2","a1G4J0000025z0sUAA","Draft","Draft","2021-05-27","2022-05-26","0054J000004vXOnQAM","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BcquQAC",,"0064J00000DrKXcQAN",,"0014J00000VvTlKQAV","012Nz0000050AZCIA2","a1G4J0000025zXjUAI","Draft","Draft","2021-04-15","2021-10-14","0054J000004vXOnQAM","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BcrJQAS",,"0064J00000DrEnrQAF",,"0014J00000VvUgnQAF","012Nz0000050AZCIA2","a1G4J0000025z1VUAQ","Draft","Draft","2021-05-30","2022-05-29","0054J000004vXOiQAM","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BcrxQAC",,"0064J00000DrKzMQAV",,"0014J00000VvRwVQAV","012Nz0000050AZCIA2","a1G4J0000025xnDUAQ","Draft","Draft","2021-05-07","2022-05-06","0054J000004vXOiQAM","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BcsbQAC",,"0064J00000DrK6vQAF",,"0014J00000VvUrkQAF","012Nz0000050AZCIA2","a1G4J000002600GUAQ","Draft","Draft","2021-05-05","2021-11-04","0054J000004vXOnQAM","AST","AST",,,,,"No Break",,,,,
"8004J000000BctFQAS",,"0064J00000DrKAYQA3",,"0014J00000VvT1dQAF","012Nz0000050AZCIA2","a1G4J0000025wOCUAY","Draft","Draft","2021-05-17","2022-05-16","0054J000004vXOnQAM","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BctyQAC",,"0064J00000DIp7dQAD",,"0014J00000WfxeeQAB","012Nz0000050AZCIA2","a1G4J0000025xylUAA","Draft","Draft","2021-04-23","2022-04-22","0054J000004vXOlQAM","AST","AST",,,,,"2 at 4 to expire at 6",,"The landlord agrees that the tenant will be entitled to a rent credit of 1 months free rent on the anniversary of the 7th month.",,,
"8004J000000BdNyQAK",,"0064J00000DrXqwQAF",,"0014J00000WtZajQAF","012Nz0000050AZCIA2","a1G4J0000025wprUAA","Draft","Draft","2021-04-30","2022-04-29","0054J000005l5ISQAY","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BcvzQAC",,"0064J00000DrXARQA3",,"0014J00000VvURLQA3","012Nz0000050AZCIA2","a1G4J0000025zYMUAY","Draft","Draft","2021-05-07","2023-05-06","0054J000004vXOiQAM","AST","AST",,,,,"2 at 10 to expire at 12",,,,,
"8004J000000BcwdQAC",,"0064J00000DHR0CQAX",,"0014J00000W56LwQAJ","012Nz0000050AZCIA2","a1G4J0000025z9UUAQ","Draft","Draft","2021-05-03","2022-05-02","0054J000004vXOqQAM","AST","AST",,,,,"No Break",,"Agreed between the tenant and landlord that the first 2 weeks of rent shall be deducted from the initial move in monies",,,
"8004J000000BcxWQAS",,"0064J00000DIRg7QAH",,"0014J00000Wf5trQAB","012Nz0000050AZCIA2","a1G4J0000025udiUAA","Draft","Draft","2021-04-23","2022-04-22","0054J000004vXOaQAM","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000Bcy0QAC",,"0064J00000DrEM2QAN",,"0014J00000Ws1IAQAZ","012Nz0000050AZCIA2","a1G4J0000025wzpUAA","Draft","Draft","2021-05-06","2022-05-05","0054J000004vXPGQA2","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000Bcy5QAC",,"0064J00000Dr64XQAR",,"0014J00000WresoQAB","012Nz0000050AZCIA2","a1G4J0000025woAUAQ","Draft","Draft","2021-05-15","2022-05-14","0054J000004vXPGQA2","AST","AST",,,,,"No Break",,,,,
"8004J000000BcyAQAS",,"0064J00000DJJSkQAP",,"0014J00000WqWtEQAV","012Nz0000050AZCIA2","a1G4J0000025xnSUAQ","Draft","Draft","2021-05-21","2022-05-20","0054J000004vXPGQA2","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BcyFQAS",,"0064J00000DJJSkQAP",,"0014J00000WqWtEQAV","012Nz0000050AZCIA2","a1G4J0000025xnSUAQ","Draft","Draft","2021-05-21","2022-05-20","0054J000004vXPGQA2","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BcyjQAC",,"0064J00000DrcIaQAJ",,"0014J00000VvSkiQAF","012Nz0000050AZCIA2","a1G4J0000025xWMUAY","Draft","Draft","2021-06-07","2022-06-06","0054J000004vXP2QAM","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BczNQAS",,"0064J00000DJ3cQQAT",,"0014J00000VvSaBQAV","012Nz0000050AZCIA2","a1G4J0000025xkrUAA","Draft","Draft","2021-05-20","2021-11-19","0054J000004vXOnQAM","AST","AST",,,,,"No Break",,,,,
"8004J000000BczSQAS",,"0064J00000DJK7EQAX",,"0014J00000WqZjHQAV","012Nz0000050AZCIA2","a1G4J0000025zmmUAA","Draft","Draft","2021-04-30","2022-04-29","0054J000004vXOaQAM","AST","AST",,,,,"No Break",,,,,
"8004J000000Bd3eQAC",,"0064J00000DrY5hQAF",,"0014J00000WtaZDQAZ","012Nz0000050AZCIA2","a1G4J0000025ugtUAA","Draft","Draft","2021-04-30","2024-04-29","0054J000004vXOqQAM","AST","AST",,,,,"2 at 10 to expire at 12",,,,,
"8004J000000Bd43QAC",,"0064J00000DrLC2QAN",,"0014J00000VvShwQAF","012Nz0000050AZCIA2","a1G4J0000025y0jUAA","Draft","Draft","2021-05-30","2022-05-29","0054J000004vXOiQAM","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000Bd4SQAS",,"0064J00000DIRoMQAX",,"0014J00000Wf6TvQAJ","012Nz0000050AZCIA2","a1G4J0000025xnTUAQ","Draft","Draft","2021-06-01","2022-05-31","0054J000004vXOaQAM","AST","AST",,,,,"No Break",,,,,
"8004J000000Bd4mQAC",,"0064J00000Dr0vQQAR",,"0014J00000WrQVOQA3","012Nz0000050AZCIA2","a1G4J0000025xwiUAA","Draft","Draft","2021-05-04","2022-05-03","0054J000004vXOaQAM","AST","AST",,,,,"No Break",,"The landlord agrees that a rent incentive of £62.00 PCM will be deducted from your monthly payments. £54.00 is to be deducted for the period 04/05/2021 - 31/05/2021, then £62.00 PCM will be deducted every month from June 2021 - April 2022, and a final deduction of £8.00 will be deducted from the closing period of 01/05/2022 - 03/05/2022.",,,
"8004J000000Bd5LQAS",,"0064J00000Dr64XQAR",,"0014J00000WresoQAB","012Nz0000050AZCIA2","a1G4J0000025woAUAQ","Draft","Draft","2021-05-15","2022-05-14","0054J000004vXPGQA2","AST","AST",,,,,"No Break",,"PET CLAUSE

The Landlord agrees solely for the purpose of this Tenancy that the Tenant may keep a dog on the Property provided that 
i.	the Tenant shall pay for any damage caused by such animal to the Property or Contents or to the garden at the Property or to any neighbouring garden or property 
ii.	the Tenant shall pay to the Landlord the cost of replacing any carpet rug fabric or other item in the Property with one of similar quality that such animal shall soil or damage
iii.	the Tenant shall indemnify the Landlord against any related infestation damage and treatment caused to the Property or Contents by such animal which may become evident during or up to two months after the termination of the Tenancy 
iv.	it is agreed that such consent may be withdrawn by the Landlord during the course of the Tenancy in the event of unreasonable or excessive damage being caused to the Property

The landlord agrees that a parking space will be included in the monthly rental amount.",,,
"8004J000000Bd5fQAC",,"0064J00000DrouYQAR",,"0014J00000VvTExQAN","012Nz0000050AZCIA2","a1G4J0000025y3RUAQ","Draft","Draft","2021-05-01","2022-04-30","0054J000004vXOiQAM","Licence","Parking Licence",,,,,"No Break",,,,,
"8004J000000Bd5pQAC",,"0064J00000DroyBQAR",,"0014J00000VvRHzQAN","012Nz0000050AZCIA2","a1G4J0000025wxOUAQ","Draft","Draft","2021-06-01","2022-05-31","0054J000004vXP2QAM","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000Bd64QAC",,"0064J00000DrgDXQAZ",,"0014J00000VvT1YQAV","012Nz0000050AZCIA2","a1G4J0000025xzWUAQ","Draft","Draft","2021-05-15","2022-05-14","0054J000004vXOiQAM","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000Bd6OQAS",,"0064J00000DrXLjQAN",,"0014J00000VvUukQAF","012Nz0000050AZCIA2","a1G4J0000025zsRUAQ","Draft","Draft","2021-05-11","2022-05-10","0054J000004vXOiQAM","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000Bd9SQAS",,"0064J00000DJJWcQAP",,"0014J00000XKl5iQAD","012Nz0000050AZCIA2","a1G4J0000025wquUAA","Draft","Draft","2021-04-23","2022-04-22","0054J000004vXPBQA2","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000Bd9XQAS",,"0064J00000DrpJnQAJ",,"0014J00000VvSVoQAN","012Nz0000050AZCIA2","a1G4J0000025y0BUAQ","Draft","Draft","2021-05-15","2022-05-14","0054J000004vV6kQAE","Licence","Parking Licence",,,,,,,,,,
"8004J000000BdAVQA0",,"0064J00000Dro5yQAB",,"0014J00000VvRI4QAN","012Nz0000050AZCIA2","a1G4J0000025wlfUAA","Draft","Draft","2021-05-16","2022-05-15","0054J000004vXP2QAM","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BdCMQA0",,"0064J00000DrK8mQAF",,"0014J00000VvUZlQAN","012Nz0000050AZCIA2","a1G4J0000025zbsUAA","Draft","Draft","2021-05-05","2022-05-04","0054J000004vXOnQAM","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BdD0QAK",,"0064J00000Ds2MbQAJ",,"0014J00000WpyWGQAZ","012Nz0000050AZCIA2","a1G4J0000025y32UAA","Draft","Draft","2021-04-23","2022-04-22","0054J000004vXOlQAM","Licence","Parking Licence",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BdOSQA0",,"0064J00000DrorAQAR",,"0014J00000VvSXGQA3","012Nz0000050AZCIA2","a1G4J0000025xFaUAI","Draft","Draft","2021-06-01","2022-05-31","0054J000004vXP2QAM","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BdENQA0",,"0064J00000DJEDcQAP",,"0014J00000WqGdSQAV","012Nz0000050AZCIA2","a1G4J0000025yrAUAQ","Draft","Draft","2021-04-26","2021-10-25","0054J000005l5ISQAY","AST","AST",,,,,"No Break",,,,,
"8004J000000BdEcQAK",,"0064J00000DrXxEQAV",,"0014J00000WtZrgQAF","012Nz0000050AZCIA2","a1G4J0000025zgQUAQ","Draft","Draft","2021-04-30","2022-04-29","0054J000004vXOaQAM","AST","AST",,,,,"No Break",,,,,
"8004J000000BdEhQAK",,"0064J00000DrpJEQAZ",,"0014J00000XJNcDQAX","012Nz0000050AZCIA2","a1G4J0000025w5TUAQ","Draft","Draft","2021-04-30","2022-04-29","0054J000004vXOaQAM","AST","AST",,,,,"No Break",,,,,
"8004J000000BdEiQAK",,"0064J00000DrKdfQAF",,"0014J00000WsHjeQAF","012Nz0000050AZCIA2","a1G4J0000025x0xUAA","Draft","Draft","2021-05-01","2022-04-30","0054J000004vXOaQAM","AST","AST",,,,,"No Break",,,,,
"8004J000000BdNeQAK",,"0064J00000DrDUeQAN",,"0014J00000WryINQAZ","012Nz0000050AZCIA2","a1G4J0000025z9KUAQ","Draft","Draft","2021-05-12","2022-05-11","0054J000004vXPGQA2","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BdPLQA0",,"0064J00000DrL63QAF",,"0014J00000WsKofQAF","012Nz0000050AZCIA2","a1G4J0000025xuQUAQ","Draft","Draft","2021-04-29","2022-04-28","0054J000004vXPGQA2","AST","AST",,,,,"No Break",,"The Landlord agrees to a rent reduction of £68.00 PCM. £4.53 from the apportioned rent for the period 29 - 30/04/21 and £68.00 from May's rent which forms part of the Initial Moving in Monies. £68.00 from June 21 to March 22 and the £63.47 from the apportioned rent for the period 01 - 28/04/22.

Parking Space 11 is also free for the duration of the 12  month tenancy.",,,
"8004J000000BdPkQAK",,"0064J00000DrL63QAF",,"0014J00000WsKofQAF","012Nz0000050AZCIA2","a1G4J0000025xuQUAQ","Draft","Draft","2021-04-29","2022-04-28","0054J000004vXPGQA2","AST","AST",,,,,"No Break",,"The Landlord agrees to a rent reduction of £68.00 PCM. £4.53 from the apportioned rent for the period 29 - 30/04/21 and £68.00 from May's rent which forms part of the Initial Moving in Monies. £68.00 from June 21 to March 22 and the £63.47 from the apportioned rent for the period 01 - 28/04/22.

Parking Space 11 is also free for the duration of the 12  month tenancy.",,,
"8004J000000BdPpQAK",,"0064J00000DrDUeQAN",,"0014J00000WryINQAZ","012Nz0000050AZCIA2","a1G4J0000025z9KUAQ","Draft","Draft","2021-05-12","2022-05-11","0054J000004vXPGQA2","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BdPzQAK",,"0064J00000DrKI3QAN",,"0014J00000WsGQWQA3","012Nz0000050AZCIA2","a1G4J00000262uqUAA","Draft","Draft","2021-05-14","2022-05-13","0054J000004vXPGQA2","AST","AST",,,,,"No Break",,"The Landlord agrees to a rent incentive of 4 weeks free rent. £1107.09 to be deducted from the Initial Move In Monies for the period 14 - 31/05/21. A further £652.91 will then be deducted from the rent payable for June 21.",,,
"8004J000000BdQxQAK",,"0064J00000DqxWuQAJ",,"0014J00000WqoZbQAJ","012Nz0000050AZCIA2","a1G4J0000025ykJUAQ","Draft","Draft","2021-05-21","2022-05-20","0054J000004vXOlQAM","AST","AST",,,,,"No Break",,"The landlord agrees the tenant shall receive a rent deduction totalling 1 months rent spread over the 12 months of the tenancy.",,,
"8004J000000BdStQAK",,"0064J00000DsWdHQAV",,"0014J00000VvQ6XQAV","012Nz0000050AZCIA2","a1G4J0000025xnCUAQ","Draft","Draft","2021-06-02","2022-06-01","0054J000004vXP2QAM","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
"8004J000000BdTNQA0",,"0064J00000Drw4AQAR",,"0014J00000VvRKyQAN","012Nz0000050AZCIA2","a1G4J0000025x1mUAA","Draft","Draft","2021-04-30","2022-04-29","0054J000004vXOaQAM","AST","AST",,,,,"No Break",,,,,
"8004J000000BdViQAK",,"0064J00000DrvGZQAZ",,"0014J00000VvT1dQAF","012Nz0000050AZCIA2","a1G4J0000025y13UAA","Draft","Draft","2021-05-17","2023-05-16","0054J000004vXOnQAM","Licence","Parking Licence",,,,,"Check Contract",,,,,
"8004J000000BdWgQAK",,"0064J00000Dr65pQAB",,"0014J00000VvUYpQAN","012Nz0000050AZCIA2","a1G4J0000025z31UAA","Draft","Draft","2021-05-13","2021-11-12","0054J000004vXOnQAM","AST","AST",,,,,"No Break",,,,,
"8004J000000BdXoQAK",,"0064J00000DIpDMQA1",,"0014J00000WfyHmQAJ","012Nz0000050AZCIA2","a1G4J0000025xmwUAA","Draft","Draft","2021-05-08","2022-05-07","0054J000004vXPGQA2","AST","AST",,,,,"2 at 4 to expire at 6",,,,,
